CBSA_code,CBSA_name,year,Personal income (thousands of dollars),Population (persons),Per capita personal income (dollars),Net earnings by place of residence (thousands of dollars),Per capita net earnings (dollars),Per capita personal current transfer receipts (dollars),Per capita income maintenance benefits (dollars),Per capita unemployment insurance compensation (dollars),Per capita retirement and other (dollars),"Per capita dividends, interest, and rent (dollars)",Real GDP (thousands of chained 2017 dollars),Chain-type quantity indexes for real GDP,Current-dollar GDP (thousands of current dollars)
16220,"Casper, WY",1997,1729119,66311,26076,1075469,16219,3346,311,62,2973,6511,NA,NA,NA
16220,"Casper, WY",1998,1800934,66146,27227,1103298,16680,3471,304,60,3107,7076,NA,NA,NA
16220,"Casper, WY",1999,1906749,66282,28767,1189172,17941,3560,287,66,3207,7266,NA,NA,NA
16220,"Casper, WY",2000,2164754,66603,32502,1375974,20659,3828,344,61,3423,8015,NA,NA,NA
16220,"Casper, WY",2001,2129799,66978,31798,1327253,19816,4030,327,53,3650,7952,3304149,59.06,2274342
16220,"Casper, WY",2002,2179049,67554,32256,1382806,20470,4319,375,110,3834,7468,3384190,60.491,2348173
16220,"Casper, WY",2003,2321611,68246,34018,1473888,21597,4655,524,132,3998,7767,3488242,62.351,2513791
16220,"Casper, WY",2004,2482673,69035,35963,1566897,22697,4815,471,84,4260,8450,3737063,66.798,2800541
16220,"Casper, WY",2005,2814156,69922,40247,1758096,25144,4933,410,67,4456,10170,4037786,72.173,3235630
16220,"Casper, WY",2006,3276873,70806,46280,2101569,29681,4980,354,56,4571,11619,4597319,82.175,3856871
16220,"Casper, WY",2007,3402834,72365,47023,2219821,30675,5161,342,58,4761,11187,4701106,84.03,4086828
16220,"Casper, WY",2008,3964477,73682,53805,2647528,35932,5975,435,90,5451,11898,4840101,86.514,4388313
16220,"Casper, WY",2009,3430796,75238,45599,2270023,30171,6314,466,400,5448,9114,4503209,80.493,3937002
16220,"Casper, WY",2010,3782497,75462,50125,2507667,33231,6749,521,447,5782,10144,4745496,84.823,4255864
16220,"Casper, WY",2011,4130136,76354,54092,2749412,36009,6637,538,281,5818,11446,5031497,89.935,4654200
16220,"Casper, WY",2012,4721799,78482,60164,3177690,40489,6358,489,179,5690,13316,5665392,101.266,5342264
16220,"Casper, WY",2013,4976309,80976,61454,3278906,40492,6449,490,166,5792,14513,5901150,105.48,5670290
16220,"Casper, WY",2014,5546021,81193,68307,3613351,44503,6713,481,109,6123,17090,6388489,114.191,6242601
16220,"Casper, WY",2015,5723789,81897,69890,3598398,43938,7256,448,225,6583,18696,6263754,111.961,6043363
16220,"Casper, WY",2016,4930290,80643,61137,3182058,39459,7558,487,315,6756,14121,5663254,101.228,5513028
16220,"Casper, WY",2017,4978320,79179,62874,3352397,42339,7943,510,155,7277,12592,5594566,100,5594566
16220,"Casper, WY",2018,5305323,78636,67467,3618574,46017,8395,496,98,7801,13055,5920361,105.823,6088936
16220,"Casper, WY",2019,5109138,79169,64535,3491901,44107,8820,518,94,8208,11608,5705706,101.987,5982002
16220,"Casper, WY",2020,5066220,80299,63092,3208423,39956,11600,586,1161,9853,11536,4980782,89.029,5200869
16220,"Casper, WY",2021,5338276,79635,67034,3233321,40602,12531,1015,457,11059,13902,4882710,87.276,5498166
16220,"Casper, WY",2022,5967398,79523,75040,3755790,47229,11767,1323,80,10365,16044,5106091,91.269,6405089
16220,"Casper, WY",2023,6382933,79941,79846,4016817,50247,12057,770,78,11209,17541,5447366,97.369,6983637
16300,"Cedar Rapids, IA",1969,810377,203783,3977,637063,3126,257,22,4,231,593,NA,NA,NA
16300,"Cedar Rapids, IA",1970,867743,206165,4209,670910,3254,303,28,15,261,651,NA,NA,NA
16300,"Cedar Rapids, IA",1971,907248,207532,4372,688698,3319,353,34,26,293,700,NA,NA,NA
16300,"Cedar Rapids, IA",1972,981866,207990,4721,744052,3577,386,38,23,325,757,NA,NA,NA
16300,"Cedar Rapids, IA",1973,1117635,206982,5400,848347,4099,445,35,10,400,856,NA,NA,NA
16300,"Cedar Rapids, IA",1974,1220471,207881,5871,911734,4386,516,44,12,460,969,NA,NA,NA
16300,"Cedar Rapids, IA",1975,1361320,210055,6481,1001056,4766,638,57,45,536,1077,NA,NA,NA
16300,"Cedar Rapids, IA",1976,1485204,211491,7023,1092983,5168,698,61,54,583,1156,NA,NA,NA
16300,"Cedar Rapids, IA",1977,1624848,210846,7706,1195962,5672,732,57,46,628,1302,NA,NA,NA
16300,"Cedar Rapids, IA",1978,1842812,211033,8732,1370424,6494,793,61,34,698,1446,NA,NA,NA
16300,"Cedar Rapids, IA",1979,2051637,211937,9680,1516007,7153,889,70,36,783,1638,NA,NA,NA
16300,"Cedar Rapids, IA",1980,2208240,213666,10335,1558940,7296,1073,92,93,888,1966,NA,NA,NA
16300,"Cedar Rapids, IA",1981,2434117,212534,11453,1659845,7810,1215,106,80,1029,2428,NA,NA,NA
16300,"Cedar Rapids, IA",1982,2519763,210374,11978,1610128,7654,1435,111,175,1149,2889,NA,NA,NA
16300,"Cedar Rapids, IA",1983,2572169,208238,12352,1636603,7859,1539,130,151,1259,2953,NA,NA,NA
16300,"Cedar Rapids, IA",1984,2824928,207969,13583,1828223,8791,1546,138,80,1328,3247,NA,NA,NA
16300,"Cedar Rapids, IA",1985,2965820,206995,14328,1933283,9340,1634,142,65,1428,3354,NA,NA,NA
16300,"Cedar Rapids, IA",1986,3117609,205865,15144,2060811,10010,1722,149,67,1505,3412,NA,NA,NA
16300,"Cedar Rapids, IA",1987,3301168,205577,16058,2244628,10919,1761,148,56,1557,3378,NA,NA,NA
16300,"Cedar Rapids, IA",1988,3482229,207415,16789,2364233,11399,1839,142,41,1655,3551,NA,NA,NA
16300,"Cedar Rapids, IA",1989,3852602,209528,18387,2620261,12506,1947,143,44,1760,3935,NA,NA,NA
16300,"Cedar Rapids, IA",1990,4038907,211200,19124,2763124,13083,2130,155,69,1905,3911,NA,NA,NA
16300,"Cedar Rapids, IA",1991,4167505,213453,19524,2833877,13276,2257,168,76,2013,3991,NA,NA,NA
16300,"Cedar Rapids, IA",1992,4409844,216818,20339,3043318,14036,2416,183,91,2141,3887,NA,NA,NA
16300,"Cedar Rapids, IA",1993,4581436,219948,20830,3168345,14405,2479,192,79,2209,3945,NA,NA,NA
16300,"Cedar Rapids, IA",1994,4928596,222711,22130,3451209,15496,2576,196,52,2328,4058,NA,NA,NA
16300,"Cedar Rapids, IA",1995,5218079,226357,23052,3603677,15920,2696,203,52,2441,4436,NA,NA,NA
16300,"Cedar Rapids, IA",1996,5576754,227938,24466,3847803,16881,2832,216,55,2561,4754,NA,NA,NA
16300,"Cedar Rapids, IA",1997,5906488,230490,25626,4041101,17533,2905,205,65,2634,5188,NA,NA,NA
16300,"Cedar Rapids, IA",1998,6448972,232402,27749,4505626,19387,2965,209,50,2706,5397,NA,NA,NA
16300,"Cedar Rapids, IA",1999,6782581,235365,28817,4832684,20533,3080,209,62,2809,5205,NA,NA,NA
16300,"Cedar Rapids, IA",2000,7241887,237950,30434,5148534,21637,3266,206,67,2993,5532,NA,NA,NA
16300,"Cedar Rapids, IA",2001,7410000,240145,30856,5198925,21649,3588,215,119,3254,5619,10951238,59.769,9247294
16300,"Cedar Rapids, IA",2002,7543848,242099,31160,5195566,21461,4002,240,206,3555,5698,10840748,59.166,9251880
