CBSA_Code,year,Employees,Establishment_entries,Job_creation_entries
33940,2004,10916,142,826
33980,2004,19078,183,862
34020,2004,23720,117,709
34060,2004,39490,261,1604
34100,2004,38568,157,1123
34140,2004,8107,79,309
34180,2004,17014,177,759
34220,2004,10148,77,475
34260,2004,12301,88,615
34300,2004,3997,38,169
34340,2004,32118,144,758
34380,2004,21204,114,1098
34420,2004,20359,109,1012
34460,2004,10812,66,614
34500,2004,17031,62,276
34540,2004,18198,86,630
34580,2004,37749,371,2097
34620,2004,43948,228,1996
34660,2004,12253,86,592
34680,2004,19566,205,1523
34700,2004,19412,67,954
34740,2004,55290,302,2248
34780,2004,23247,135,686
34820,2004,95056,1010,8802
34860,2004,18112,113,967
34880,2004,3796,95,353
34900,2004,54434,367,2440
34940,2004,107427,1302,6758
34980,2004,693685,4022,35781
35020,2004,14398,91,561
35060,2004,12233,103,723
35100,2004,32980,241,1563
35140,2004,10998,52,371
35220,2004,11317,90,547
35300,2004,241861,1172,8131
35340,2004,26067,128,931
35380,2004,460827,2235,23147
35420,2004,32957,160,907
35440,2004,13438,150,835
35460,2004,6598,37,139
35580,2004,13155,64,542
35620,2004,7556684,56895,395849
35660,2004,58866,314,2061
35700,2004,10826,144,688
35740,2004,22042,125,558
35820,2004,11841,78,609
35840,2004,286212,2911,20536
35900,2004,22899,99,449
35940,2004,22002,89,360
35980,2004,114614,520,4767
36020,2004,11978,186,852
36100,2004,79357,965,5221
36180,2004,18647,207,1490
36220,2004,41296,254,1765
36260,2004,134988,1353,9249
36340,2004,17007,93,605
36380,2004,7118,98,464
36420,2004,443737,3114,24457
36460,2004,24110,124,930
36500,2004,60747,605,2846
36540,2004,383707,1990,18548
36580,2004,19146,103,414
36620,2004,12607,103,404
36660,2004,20588,109,835
36700,2004,27346,152,784
36740,2004,885936,7978,59191
36780,2004,89380,284,4231
36820,2004,7324,56,223
36830,2004,3836,30,108
36837,2004,49984,292,1862
36840,2004,8422,57,438
36900,2004,13989,50,236
36940,2004,18194,99,573
36980,2004,39393,180,1267
37020,2004,15696,116,715
37060,2004,14446,140,935
37100,2004,267849,2061,16406
37120,2004,11686,81,3567
37140,2004,43708,232,1700
37220,2004,6789,107,419
37260,2004,14074,168,1257
37300,2004,12282,85,380
37340,2004,174191,1797,11494
37420,2004,6189,43,221
37460,2004,60931,690,4624
37500,2004,13325,78,827
37540,2004,9162,67,510
37580,2004,19682,138,691
37620,2004,35748,210,1393
37740,2004,11107,122,653
37800,2004,16620,87,422
37860,2004,135244,1215,8362
37900,2004,155954,763,5114
37940,2004,8244,64,426
37950,2004,14721,120,752
37980,2004,2524186,13850,119025
38060,2004,1477320,9990,96906
38100,2004,7809,85,411
38180,2004,6819,59,195
38210,2004,28133,202,999
38220,2004,28522,140,1794
38240,2004,26218,215,1231
38260,2004,14846,78,458
38300,2004,1059819,5074,42288
38340,2004,56579,399,1844
38380,2004,12639,74,403
38420,2004,13290,85,582
38460,2004,26033,162,1004
38500,2004,17674,92,973
38540,2004,23997,182,1635
38620,2004,16328,90,409
38700,2004,12737,64,407
38740,2004,16587,145,635
38820,2004,16893,213,691
38860,2004,223457,1653,9800
38900,2004,848647,6317,44280
38920,2004,6706,32,159
38940,2004,104969,1361,7883
39020,2004,18712,123,595
39040,2004,6605,90,312
39060,2004,41174,207,1068
39150,2004,54319,727,3935
39220,2004,6368,32,218
39300,2004,638642,4116,27720
39340,2004,150437,1297,10357
39380,2004,44919,317,1917
39420,2004,7590,75,485
39460,2004,46559,534,1980
39480,2004,22530,142,790
39500,2004,32799,158,1246
39540,2004,73720,345,2458
39580,2004,398863,3018,26804
39660,2004,49917,432,2366
39700,2004,2116,24,461
39740,2004,146431,707,5031
39780,2004,12858,103,530
39820,2004,51263,466,2616
39860,2004,19446,130,825
39900,2004,197017,1475,11458
39940,2004,15399,118,557
39960,2004,16693,96,413
39980,2004,29806,114,1050
40060,2004,497117,3157,26397
40080,2004,27517,196,1037
40090,2004,33353,395,2049
40100,2004,6671,44,211
40140,2004,1029180,7578,69174
40180,2004,9995,131,448
40220,2004,139465,773,6420
40260,2004,18544,127,1055
40300,2004,15053,84,473
40340,2004,94363,452,2392
40380,2004,437823,2023,13256
40420,2004,138025,627,5401
40460,2004,14219,74,331
40540,2004,14876,115,543
40580,2004,56441,276,1987
40620,2004,14969,136,579
40660,2004,35876,206,2115
40700,2004,31746,276,1302
40740,2004,15228,151,1001
40760,2004,5819,94,374
40770,2004,9894,52,574
40780,2004,26539,150,669
40820,2004,13803,88,527
40860,2004,25834,171,818
40900,2004,689501,4889,41836
40940,2004,5331,59,530
40980,2004,86468,356,3455
41060,2004,85362,438,2555
41100,2004,34736,542,3270
41140,2004,43838,342,2365
41180,2004,1236566,6969,57606
41260,2004,14146,63,601
41400,2004,28513,188,1378
41420,2004,109773,927,5215
41460,2004,28240,139,733
41500,2004,108905,836,5092
41540,2004,43034,273,1988
41620,2004,458310,3329,33279
41660,2004,35511,234,1652
41700,2004,651639,4043,35428
41740,2004,1151203,8527,59339
41760,2004,11742,167,583
41780,2004,41950,224,1188
41820,2004,23813,130,823
41860,2004,1817740,11720,92909
41940,2004,846581,4805,43627
42020,2004,83545,728,3861
42100,2004,73815,619,3338
42140,2004,49118,482,2451
42200,2004,139126,1018,6757
42220,2004,169016,1325,10973
42300,2004,9187,71,347
42340,2004,122322,813,6083
42380,2004,18195,126,642
42420,2004,13390,103,978
42460,2004,12734,86,448
42540,2004,227976,1106,9325
42580,2004,57238,561,3342
42620,2004,21552,140,867
42660,2004,1386541,10195,68722
42680,2004,41912,520,2880
42700,2004,0,228,1225
42740,2004,17060,79,522
42780,2004,15002,55,381
42820,2004,14432,79,554
42860,2004,20506,155,894
42900,2004,8364,59,399
42940,2004,31002,264,1867
42980,2004,19109,66,285
43020,2004,11616,78,464
43060,2004,17638,122,876
43100,2004,52205,215,1189
43140,2004,30825,162,1757
43180,2004,12246,76,581
43220,2004,10007,115,395
43260,2004,9420,108,366
43300,2004,35810,294,1867
43320,2004,18326,223,1003
43340,2004,145954,761,6371
43380,2004,25593,75,414
43420,2004,26812,261,1432
43460,2004,15632,139,525
43500,2004,7411,69,582
43580,2004,61195,287,2599
43620,2004,117902,684,5779
43640,2004,64924,603,4726
43660,2004,4213,34,298
43700,2004,21554,149,884
43740,2004,24113,134,446
43760,2004,13644,161,697
43780,2004,127577,582,5412
43890,2004,14086,89,348
43900,2004,123544,595,6790
43940,2004,9041,84,311
43980,2004,7561,43,213
44020,2004,7753,74,244
44060,2004,178028,1347,7900
44100,2004,83795,481,3180
44140,2004,169126,827,5095
44180,2004,169330,1196,7757
44220,2004,44188,176,1343
44260,2004,12805,96,528
44300,2004,43282,286,1976
44340,2004,22041,180,1244
44420,2004,39000,263,1960
44460,2004,16175,186,993
44500,2004,11785,66,466
44540,2004,5251,51,267
44580,2004,18744,92,461
44620,2004,28548,114,648
44660,2004,20399,144,703
44700,2004,174954,1057,9843
44740,2004,8990,35,158
44780,2004,19530,86,641
44860,2004,9693,65,557
44900,2004,6308,30,119
44940,2004,32739,151,759
44980,2004,35086,186,2984
45000,2004,4205,49,213
45020,2004,4347,25,120
45060,2004,267646,1375,11873
45140,2004,7598,61,607
45180,2004,27988,127,1014
45220,2004,108987,1040,6783
45300,2004,1101503,9339,73015
45340,2004,9131,126,443
45380,2004,9113,59,394
45460,2004,62984,296,2607
45500,2004,44950,301,2032
45520,2004,6517,61,370
45580,2004,6609,50,256
45620,2004,21736,173,1387
45660,2004,19687,96,722
45700,2004,18960,102,772
45740,2004,8937,57,415
45780,2004,273969,1188,15863
45820,2004,84342,513,4037
45860,2004,33323,265,1003
45880,2004,2112,13,71
45900,2004,56866,482,4285
45940,2004,176922,975,7310
45980,2004,10117,52,1057
46020,2004,27948,359,1423
46060,2004,301200,2007,14674
46100,2004,21835,94,2516
46140,2004,357936,2393,15796
46180,2004,57231,298,2276
46220,2004,78205,432,3033
46300,2004,30985,289,1351
46340,2004,81044,508,3531
46380,2004,24119,216,1131
46460,2004,12349,65,318
46500,2004,11289,55,203
46520,2004,336092,1891,13207
46540,2004,102818,478,3788
46620,2004,6019,57,202
46660,2004,43458,273,1623
46700,2004,107685,774,5619
46780,2004,10278,39,155
46820,2004,3353,30,292
46860,2004,7253,111,430
46900,2004,3630,24,271
46980,2004,20741,88,917
47020,2004,29160,195,1392
47080,2004,12070,79,552
47180,2004,13942,88,873
47220,2004,46926,275,1570
47240,2004,5222,89,365
47260,2004,620086,3866,31125
47300,2004,88992,543,4515
47340,2004,13108,54,476
47380,2004,93540,551,4957
47420,2004,8521,47,187
47460,2004,18655,118,477
47540,2004,18435,74,375
47580,2004,38353,286,2256
47620,2004,13869,76,426
47660,2004,10540,102,411
47700,2004,33951,155,1344
47780,2004,9272,54,154
47820,2004,13001,95,542
47900,2004,2314345,14508,124280
47920,2004,11375,46,466
47930,2004,158966,816,8122
47940,2004,71970,293,2720
47980,2004,13091,96,433
48020,2004,32562,181,1060
48060,2004,26723,165,1340
48140,2004,62981,290,3139
48180,2004,17089,120,1343
48200,2004,15899,149,723
48220,2004,10016,100,524
48260,2004,41044,198,1162
48300,2004,30112,300,1167
48460,2004,14630,98,362
48540,2004,55464,256,1915
48580,2004,35516,223,1245
48620,2004,254478,1335,12347
48660,2004,49524,332,2502
48680,2004,12266,157,1184
48700,2004,45698,189,826
48780,2004,7749,68,289
48820,2004,18503,111,651
48900,2004,106838,1096,8089
48940,2004,21251,73,480
48980,2004,33486,142,941
49010,2004,10804,74,1927
49020,2004,47686,295,1615
49080,2004,5464,27,161
49100,2004,20986,81,407
49180,2004,230760,1228,7868
49220,2004,39091,134,1084
49260,2004,7159,65,244
49300,2004,41394,182,1071
49340,2004,290516,1806,11177
49380,2004,8510,37,254
49420,2004,59800,417,2495
49460,2004,9997,59,345
49620,2004,159087,712,6770
49660,2004,171089,882,6009
49700,2004,30142,284,2023
49740,2004,39098,278,2110
49780,2004,35039,153,1683
49820,2004,1465,15,109
10100,2005,17394,122,412
10140,2005,18542,182,833
10180,2005,55458,380,2528
10220,2005,11738,74,334
10300,2005,28517,168,973
10420,2005,300754,1444,14389
10460,2005,11451,102,809
10480,2005,6222,59,369
10500,2005,50213,327,2076
10540,2005,33879,276,1475
10580,2005,338092,1839,14623
10620,2005,17300,129,928
10660,2005,11457,84,620
10700,2005,33890,169,2071
10740,2005,301277,1910,14642
10760,2005,16777,74,540
10780,2005,50755,311,2564
10820,2005,15467,140,584
10860,2005,13190,88,704
10900,2005,302693,1686,12524
10940,2005,11515,63,429
10980,2005,12206,72,285
11020,2005,51757,228,2229
11060,2005,7588,46,447
11100,2005,88642,563,3881
11140,2005,12042,58,411
11180,2005,36635,204,1343
11200,2005,49233,286,3706
11220,2005,15586,90,636
11260,2005,139116,1094,7501
11360,2005,20423,183,1455
11380,2005,3105,25,98
11420,2005,15108,96,1142
11460,2005,139434,803,8264
11500,2005,41157,177,1230
11540,2005,109382,502,5048
11580,2005,4720,74,584
11620,2005,18788,108,1262
11660,2005,8237,54,351
11680,2005,11367,72,390
11700,2005,135136,1120,7977
11740,2005,15710,87,1031
11820,2005,13671,165,679
11860,2005,6338,29,138
11900,2005,12923,91,737
11940,2005,17439,87,1356
11980,2005,13575,154,915
12020,2005,58682,459,3484
12060,2005,2141365,15881,133736
12100,2005,154889,1058,7679
12140,2005,21960,88,531
12180,2005,19407,146,753
12220,2005,43505,274,2403
12260,2005,174752,1089,7574
12300,2005,43413,280,1358
12380,2005,14870,63,1136
12420,2005,589786,4286,44727
12460,2005,8728,54,679
12520,2005,4300,60,331
12540,2005,171457,1302,10521
12580,2005,1099324,6684,55019
12620,2005,58009,370,2699
12660,2005,31181,136,900
12700,2005,75363,814,4217
12740,2005,25155,176,956
12780,2005,16599,115,1077
12860,2005,16032,120,800
12900,2005,15633,76,336
12940,2005,292363,1712,15646
12980,2005,50501,232,1589
13020,2005,33056,186,1715
13060,2005,7439,58,328
13100,2005,8292,39,145
13140,2005,131379,670,5431
13180,2005,29628,150,708
13220,2005,37170,256,2043
13260,2005,12698,74,665
13300,2005,4334,41,346
13340,2005,17818,73,456
13380,2005,67310,695,3011
13420,2005,13631,99,664
13460,2005,65242,996,6218
13540,2005,16083,118,542
13660,2005,9397,74,576
13700,2005,9815,39,212
13740,2005,66289,555,4372
13780,2005,89235,352,2954
13820,2005,481260,2605,25217
13860,2005,5630,48,363
13900,2005,45615,238,2114
13940,2005,10241,92,959
13980,2005,50350,326,1974
14010,2005,78722,331,3065
14020,2005,55312,310,2005
14100,2005,22539,124,605
14140,2005,32739,198,1244
14180,2005,14028,53,342
14220,2005,7649,81,597
14260,2005,226757,2181,14980
14300,2005,4893,39,260
14380,2005,15840,151,760
14420,2005,6293,42,326
14460,2005,2272305,11289,94829
14500,2005,129761,1270,7816
14540,2005,54761,291,2403
14580,2005,34975,595,2695
14620,2005,13683,78,280
14660,2005,32980,298,1336
14700,2005,19993,250,2145
14710,2005,21993,145,725
14720,2005,21307,253,1140
14740,2005,55819,699,3359
14780,2005,11737,69,619
14820,2005,7731,93,438
14860,2005,416869,2675,23482
14940,2005,17061,107,366
15020,2005,10562,69,506
15060,2005,5785,112,426
15100,2005,12206,62,222
15180,2005,91582,670,6402
15220,2005,12530,80,339
15260,2005,34804,307,1980
15340,2005,14186,67,501
15380,2005,466531,2115,19925
15420,2005,10684,99,439
15460,2005,20531,80,581
15500,2005,52327,344,4014
15540,2005,95212,564,3819
15580,2005,12717,78,365
15620,2005,15421,108,623
15660,2005,18998,118,1073
15700,2005,9710,67,314
15740,2005,12743,64,354
15780,2005,9345,49,396
15820,2005,10616,67,325
15860,2005,8353,88,344
15900,2005,6755,60,197
15940,2005,159055,810,11607
15980,2005,186123,2400,13500
16020,2005,40615,242,1487
16060,2005,17552,119,891
16100,2005,17465,97,1133
16140,2005,10795,53,183
16180,2005,23528,282,1219
16220,2005,28991,283,1923
16260,2005,11483,166,852
16300,2005,113778,574,3647
16340,2005,10031,54,541
16380,2005,14272,79,717
16460,2005,12255,65,270
16500,2005,19725,209,1101
16540,2005,46363,266,1868
16580,2005,78905,398,3706
16620,2005,96230,495,3472
16660,2005,20243,98,597
16700,2005,238816,1964,14904
16740,2005,904729,5800,50234
16820,2005,73251,573,3141
16860,2005,208877,1091,8385
16940,2005,29038,232,1189
16980,2005,4011652,23863,210955
17020,2005,60212,500,2697
17060,2005,22763,112,2123
17140,2005,910312,4326,46412
17220,2005,29138,190,1160
17260,2005,7691,33,182
17300,2005,67087,411,2766
17340,2005,10676,152,698
17380,2005,9065,62,399
17410,2005,984619,5036,47010
17420,2005,38333,219,1539
17500,2005,7370,105,744
17540,2005,19279,119,630
17580,2005,15816,121,992
17650,2005,10350,130,564
17660,2005,47516,628,3387
17740,2005,13069,77,759
17780,2005,56468,398,4447
17820,2005,213849,1933,12530
17860,2005,73354,518,3432
17900,2005,282135,1748,15452
17980,2005,100453,533,3425
18020,2005,41793,149,4363
18060,2005,24014,149,972
18100,2005,18206,82,353
18140,2005,791351,3981,41759
18180,2005,60193,408,3107
18220,2005,7650,45,298
18260,2005,40358,231,1441
18300,2005,20191,178,1011
18340,2005,42847,241,1826
18380,2005,7349,44,204
18420,2005,12076,81,444
18460,2005,12082,94,665
18500,2005,27983,167,1041
18580,2005,140711,895,8788
18620,2005,12150,73,429
18660,2005,14212,78,473
18700,2005,26734,188,834
18740,2005,11599,61,290
18820,2005,15058,66,417
18860,2005,4156,44,168
18880,2005,86859,983,4770
18900,2005,13742,100,408
18980,2005,22936,151,803
19060,2005,32495,167,1087
19100,2005,2500688,15559,156487
19140,2005,70106,280,2810
19180,2005,27182,104,969
19220,2005,17285,103,1003
19260,2005,35362,175,1461
19300,2005,53913,619,4982
19340,2005,164849,829,7441
19430,2005,349853,1417,14699
19460,2005,49543,262,1589
19500,2005,46384,217,1421
19540,2005,13640,60,358
19580,2005,14396,55,468
19620,2005,10837,83,619
19660,2005,161792,2079,11268
19700,2005,4733,44,260
19740,2005,1067826,8742,63554
19760,2005,6364,52,207
19780,2005,293247,1465,14482
19810,2005,11981,89,550
19820,2005,1819826,9796,100625
19860,2005,10287,79,454
19940,2005,11421,74,453
19980,2005,13658,44,236
20020,2005,61811,324,2237
20060,2005,15647,88,537
20100,2005,52099,330,2474
20140,2005,17846,104,903
20180,2005,26651,160,1041
20220,2005,48752,178,1248
20260,2005,102780,541,2883
20300,2005,6967,54,246
20340,2005,11776,86,459
20420,2005,17447,297,1317
20460,2005,9216,82,396
20500,2005,220106,1145,9195
20540,2005,14023,86,486
20580,2005,8715,94,553
20660,2005,18345,181,1173
20700,2005,48518,386,5779
20740,2005,67510,348,2927
20780,2005,30994,403,1969
20820,2005,19331,112,598
20900,2005,11290,73,300
20940,2005,29882,247,2382
20980,2005,19269,84,474
21020,2005,11413,96,555
21060,2005,36473,221,1464
21120,2005,6351,77,278
21140,2005,123213,378,4152
21180,2005,10863,78,318
21220,2005,18577,106,500
21260,2005,9685,158,691
21300,2005,32951,122,643
21340,2005,201541,1390,14694
21380,2005,15043,57,232
21420,2005,20789,117,631
21460,2005,12611,94,659
21500,2005,117275,469,3242
21540,2005,13919,88,376
21580,2005,7088,57,463
21640,2005,10169,44,227
21660,2005,121915,942,5196
21700,2005,35800,328,1756
21740,2005,6844,73,363
21780,2005,128580,505,4356
21820,2005,26332,209,1644
21860,2005,8268,50,271
21900,2005,17323,117,1537
21980,2005,5788,53,365
22020,2005,99006,566,3642
22060,2005,22592,116,650
22100,2005,19188,160,1128
22140,2005,37159,275,1864
22180,2005,90848,617,5140
22190,2005,7172,48,301
22220,2005,179902,1266,10691
22260,2005,18465,132,612
22300,2005,39925,138,1565
22340,2005,6621,47,216
22380,2005,44957,372,2267
22420,2005,135339,791,5573
22500,2005,74173,358,2946
22520,2005,46347,297,3143
22540,2005,43582,197,2167
22580,2005,17904,133,724
22620,2005,6511,35,133
22660,2005,105283,1088,6686
22700,2005,16189,73,806
22780,2005,7517,97,467
22800,2005,13988,69,335
22820,2005,8495,57,309
22840,2005,20936,112,752
22900,2005,91180,467,3253
23060,2005,188082,960,7190
23140,2005,9817,62,289
23180,2005,19519,121,823
23190,2005,8168,30,389
23240,2005,6825,89,590
23300,2005,16840,104,436
23340,2005,15284,82,311
23380,2005,24795,91,573
23420,2005,265775,1753,13450
23460,2005,32105,202,1434
23500,2005,18212,74,534
23540,2005,90901,753,4409
23580,2005,62010,504,4346
23620,2005,10896,87,520
23660,2005,16851,97,1130
23680,2005,10036,44,409
23700,2005,15580,82,577
23780,2005,13231,68,291
23820,2005,23379,228,1540
23900,2005,29080,177,1211
23940,2005,18728,133,1125
23980,2005,17741,99,1574
24020,2005,43785,283,1982
24100,2005,15922,96,467
24140,2005,36817,193,1962
24180,2005,9053,124,833
24220,2005,38960,200,1790
24260,2005,30349,175,1040
24300,2005,47784,548,2910
24330,2005,13423,82,469
24340,2005,464043,2377,24224
24420,2005,21061,275,1305
24460,2005,10754,69,397
24500,2005,28177,195,1336
24540,2005,65813,652,3963
24580,2005,149542,696,6021
24600,2005,11613,57,248
24620,2005,23393,98,781
24640,2005,22057,145,845
24660,2005,327779,1646,18914
24700,2005,12220,62,219
24740,2005,16890,95,500
24780,2005,55676,366,3622
24820,2005,16029,86,666
24860,2005,327119,1970,17086
24900,2005,13107,74,1527
24940,2005,32071,153,1803
24980,2005,12092,71,530
25060,2005,129958,804,6560
25100,2005,6173,34,121
25180,2005,88626,528,4227
25200,2005,12741,195,783
25220,2005,33614,200,1485
25260,2005,22537,158,1561
25300,2005,14616,92,387
25420,2005,260990,1107,11043
25460,2005,12996,94,384
25500,2005,54221,300,2063
25540,2005,527942,2507,24424
25580,2005,15781,101,708
25620,2005,47623,355,3207
25700,2005,11988,86,532
25720,2005,25713,372,2072
25740,2005,24846,229,1024
25770,2005,8370,131,544
25775,2005,20666,116,633
25780,2005,13655,79,584
25820,2005,4661,33,456
25840,2005,23518,163,782
25850,2005,46313,212,1605
25860,2005,145420,684,6484
25880,2005,14136,64,338
25900,2005,53107,436,3454
25940,2005,58690,655,4236
25980,2005,10857,91,668
26020,2005,17241,134,922
26090,2005,36796,219,1113
26140,2005,27553,374,2033
26220,2005,8217,91,319
26300,2005,32545,292,1656
26340,2005,9828,81,444
26380,2005,69774,394,3816
26420,2005,2053430,12771,120404
26460,2005,16012,173,740
26500,2005,9473,58,263
26540,2005,13969,71,400
26580,2005,122036,703,4824
26620,2005,155634,923,9002
26660,2005,10701,63,518
26700,2005,5578,46,173
26740,2005,23249,161,1072
26780,2005,17123,66,375
26820,2005,49743,433,8247
26860,2005,27550,137,1442
26900,2005,814976,4381,43287
26980,2005,62948,317,4974
27020,2005,13637,88,548
27060,2005,45224,163,2241
27100,2005,52771,242,1300
27140,2005,231493,1380,11032
27180,2005,70515,379,2923
27220,2005,18334,274,1163
27260,2005,522134,4612,37875
27300,2005,14300,61,556
27340,2005,31556,237,1673
27380,2005,12153,78,585
27420,2005,8669,54,138
27460,2005,45339,208,1409
27500,2005,58253,300,2300
27540,2005,26717,85,614
27600,2005,14461,147,1222
27620,2005,54220,337,2045
27700,2005,6666,72,508
27740,2005,67607,332,3057
27780,2005,49962,261,1553
27860,2005,40843,281,1741
27900,2005,75672,519,4172
27940,2005,10026,91,444
27980,2005,59973,467,5435
28020,2005,113251,488,4027
28060,2005,35112,483,4462
28100,2005,36750,193,1000
28140,2005,886264,5451,43487
28180,2005,25165,206,1350
28260,2005,22866,112,748
28300,2005,31933,169,1353
28340,2005,17208,70,430
28380,2005,7831,81,229
28420,2005,67619,569,3500
28450,2005,54758,292,2635
28500,2005,15372,122,768
28540,2005,4488,48,257
28580,2005,30860,402,1834
28620,2005,14960,249,1176
28660,2005,91070,582,4792
28680,2005,8272,118,1023
28700,2005,107599,490,3501
28740,2005,50179,480,2518
28780,2005,6616,38,493
28820,2005,24415,108,1196
28860,2005,8756,87,257
28880,2005,208590,1684,10473
28900,2005,18182,239,1488
28940,2005,315211,1768,13282
29020,2005,40596,153,1616
29060,2005,22161,160,1082
29100,2005,67750,336,2850
29180,2005,135744,890,6465
29200,2005,68144,362,2328
29260,2005,7228,77,419
29300,2005,38926,185,2378
29340,2005,79982,412,3057
29380,2005,17000,155,933
29420,2005,48278,581,4713
29460,2005,182118,1560,17490
29470,2005,6270,92,297
29540,2005,216335,966,6309
29620,2005,167588,876,7169
29660,2005,10484,105,568
29700,2005,63897,539,5537
29740,2005,46549,421,4692
29780,2005,6512,41,194
29820,2005,784182,5624,55105
29860,2005,25079,144,1210
29900,2005,13973,55,680
29940,2005,37756,241,1187
29980,2005,10154,59,322
30020,2005,32249,210,1331
30060,2005,11980,77,626
30140,2005,43859,228,1450
30150,2005,91651,616,3915
30180,2005,9120,65,414
30260,2005,16384,69,578
30280,2005,8647,51,144
30300,2005,22126,147,687
30340,2005,44314,256,1581
30380,2005,14298,81,662
30420,2005,9715,61,277
30460,2005,210216,1121,9519
30500,2005,45526,379,2526
30580,2005,9304,55,398
30620,2005,52307,192,2522
30660,2005,7783,51,180
30700,2005,133736,742,5750
30780,2005,281963,1710,15475
30820,2005,10847,63,233
30860,2005,36895,333,2188
30900,2005,14531,61,244
30980,2005,92700,562,4197
31020,2005,32680,237,1367
31060,2005,5703,46,300
31080,2005,5196472,37005,314245
31140,2005,538494,2762,27262
31180,2005,106966,690,4333
31220,2005,8713,67,307
31260,2005,29112,178,1765
31300,2005,32708,158,2145
31340,2005,93124,566,3328
31380,2005,9303,43,363
31420,2005,86258,486,4828
31500,2005,13011,57,280
31540,2005,282481,1419,11274
31580,2005,15236,79,574
31620,2005,8208,44,212
31680,2005,6202,58,416
31700,2005,179409,1030,7582
31740,2005,35403,230,1506
31820,2005,29939,112,618
31860,2005,44225,204,1222
31900,2005,48921,256,2292
31930,2005,22349,108,557
31940,2005,23970,121,411
31980,2005,25485,113,823
32000,2005,15086,67,793
32020,2005,24847,98,764
32060,2005,25048,132,690
32100,2005,21436,144,622
32140,2005,14560,58,3706
32180,2005,7270,41,169
32260,2005,15507,49,140
32280,2005,8443,39,232
32300,2005,27943,143,1827
32340,2005,7422,39,89
32380,2005,24989,134,784
32390,2005,27792,151,612
32460,2005,8319,71,300
32540,2005,10967,87,780
32580,2005,148608,1209,12094
32620,2005,16463,120,675
32660,2005,11551,47,208
32700,2005,13097,60,339
32740,2005,26958,152,601
32780,2005,71078,740,3618
32820,2005,526676,2635,26665
32860,2005,13141,79,407
32900,2005,43744,285,1899
32940,2005,33112,204,1100
33020,2005,7325,48,341
33060,2005,7938,63,243
33100,2005,2134496,23291,146019
33140,2005,37306,224,2174
33180,2005,7055,36,242
33220,2005,31983,181,752
33260,2005,51883,410,2767
33300,2005,13552,72,545
33340,2005,775658,3459,33555
33380,2005,11360,49,377
33420,2005,5731,52,267
33460,2005,1652435,9202,82262
33500,2005,22847,158,673
33540,2005,49085,454,2211
33580,2005,11716,53,146
33620,2005,9037,67,268
33660,2005,158826,826,6561
33700,2005,135796,884,6822
33740,2005,80096,469,3374
33780,2005,40667,229,1606
33860,2005,134341,794,7568
33900,2005,9007,54,212
33910,2005,18047,221,948
33940,2005,11574,162,684
33980,2005,18954,213,1211
34020,2005,21824,90,703
34060,2005,39708,264,1820
34100,2005,40680,174,2377
34140,2005,8230,85,425
34180,2005,17944,186,1112
34220,2005,10337,80,715
34260,2005,12720,121,811
34300,2005,4067,44,215
34340,2005,31649,155,1027
34380,2005,21187,134,1070
34420,2005,20164,89,521
34460,2005,11395,68,484
34500,2005,17323,84,472
34540,2005,18294,111,601
34580,2005,39108,409,2089
34620,2005,42596,182,1264
34660,2005,12358,78,477
34680,2005,19046,200,1129
34700,2005,20707,101,513
34740,2005,55776,283,3028
34780,2005,23553,144,1014
34820,2005,99247,1064,8009
34860,2005,18397,132,770
34880,2005,3885,77,222
34900,2005,54633,396,2530
34940,2005,132527,1437,8618
34980,2005,702758,4137,37545
35020,2005,14216,97,453
35060,2005,11529,73,721
35100,2005,33645,294,2161
35140,2005,11242,72,592
35220,2005,11118,76,458
35300,2005,242532,1252,11033
35340,2005,25559,131,1055
35380,2005,448262,2158,16564
35420,2005,33314,151,1509
35440,2005,14318,164,865
35460,2005,6672,38,200
35580,2005,13052,53,297
35620,2005,7517714,56254,404514
35660,2005,57831,281,1416
35700,2005,11227,135,1042
35740,2005,22225,116,707
35820,2005,11430,84,412
35840,2005,299575,2910,25060
35900,2005,23114,105,1955
35940,2005,21295,94,456
35980,2005,115614,557,5179
36020,2005,11903,199,568
36100,2005,83669,943,6652
36180,2005,18118,213,1279
36220,2005,43129,256,2895
36260,2005,139595,1348,9340
36340,2005,17355,87,618
36380,2005,7502,103,610
36420,2005,456019,3243,29660
36460,2005,24116,141,652
36500,2005,61716,647,3706
36540,2005,398460,2045,19004
36580,2005,19505,117,524
36620,2005,12810,101,633
36660,2005,19971,137,1256
36700,2005,28604,171,1414
36740,2005,942048,8257,76946
36780,2005,88716,302,2285
36820,2005,7314,37,220
36830,2005,3795,35,153
36837,2005,50770,299,1778
36840,2005,8435,51,208
36900,2005,14112,59,475
36940,2005,18992,88,1310
36980,2005,40696,191,1431
37020,2005,14933,125,677
37060,2005,15641,142,792
37100,2005,277577,2135,16820
37120,2005,12075,86,754
37140,2005,44346,258,2016
37220,2005,7974,114,960
37260,2005,14652,198,1089
37300,2005,11965,76,479
37340,2005,178647,1789,11352
37420,2005,6342,59,334
37460,2005,61269,571,3844
37500,2005,14001,77,402
37540,2005,9171,59,266
37580,2005,18401,130,987
37620,2005,34714,196,1233
37740,2005,11369,140,883
37800,2005,17630,81,528
37860,2005,143783,1098,11276
37900,2005,159390,701,8335
37940,2005,8404,52,707
37950,2005,14626,147,690
37980,2005,2508684,14312,127262
