"","year","prim_state","CBSA_Code","CBSA_name","tot_emp_school_psychologists","tot_emp_teachers_preschool","tot_emp_bus_drivers","tot_emp_administrators_elemsec","tot_emp_teachers_kindergarten","tot_emp_teachers_elementary","tot_emp_teachers_secondary","tot_emp_administrators_preschool","tot_emp_teachers_middle_school","tot_emp_teachers_other","a_mean_school_psychologists","a_mean_teachers_preschool","a_mean_bus_drivers","a_mean_administrators_elemsec","a_mean_teachers_kindergarten","a_mean_teachers_elementary","a_mean_teachers_secondary","a_mean_administrators_preschool","a_mean_teachers_middle_school","a_mean_teachers_other","a_median_school_psychologists","a_median_teachers_preschool","a_median_bus_drivers","a_median_administrators_elemsec","a_median_teachers_kindergarten","a_median_teachers_elementary","a_median_teachers_secondary","a_median_administrators_preschool","a_median_teachers_middle_school","a_median_teachers_other","tot_emp_substitute_teachers","a_mean_substitute_teachers","a_median_substitute_teachers"
"91",1999,"IL",40420,"Rockford, IL",120,300,610,210,210,NA,430,NA,490,NA,42390,17850,22520,64640,31960,42280,42970,NA,39490,NA,41950,16460,22770,65330,26310,40230,43350,NA,37100,NA,NA,NA,NA
"92",1999,"IL",44100,"Springfield, IL",NA,420,150,190,170,1060,600,NA,440,NA,42830,16750,16080,56580,36910,34860,29430,NA,36730,NA,43110,15760,12920,55340,33620,34000,30050,NA,36790,NA,NA,NA,NA
"93",1999,"IN",14020,"Bloomington, IN",NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,20170,NA,NA,NA,37280,NA,NA,NA,NA,NA,20400,NA,NA,NA,39890,NA,NA,NA,NA,NA,NA,NA
"94",1999,"IN",21140,"Elkhart-Goshen, IN",NA,160,NA,160,NA,NA,NA,NA,NA,NA,NA,17830,27190,69930,35630,41190,43100,NA,NA,NA,NA,16380,30070,67240,35300,42380,45240,NA,NA,NA,NA,NA,NA
"95",1999,"IN",25775,"Henderson, KY",NA,140,NA,240,NA,NA,NA,NA,NA,NA,39000,16370,NA,47720,33720,40570,31040,NA,NA,NA,34050,15250,NA,43740,32920,41240,28050,NA,NA,NA,NA,NA,NA
"96",1999,"IN",19540,"Decatur, IN",160,370,1330,480,210,2360,1870,50,NA,NA,39190,17380,18180,64710,38120,40380,41350,36640,39690,NA,35920,16360,15680,64770,38030,41990,45260,33010,39900,NA,NA,NA,NA
"97",1999,"IN",16980,"Chicago-Naperville-Elgin, IL-IN",180,600,1010,510,NA,3400,1960,40,820,NA,51780,16490,21860,63220,38420,39160,44090,36130,33670,NA,51630,15410,21410,63910,38050,39910,46490,34860,31270,NA,NA,NA,NA
"98",1999,"IN",26900,"Indianapolis-Carmel-Greenwood, IN",540,NA,2930,810,500,6500,5420,NA,2340,NA,54930,17560,22520,63930,46490,46400,47210,NA,43290,NA,49180,16430,23380,64670,46480,46420,47630,NA,44530,NA,NA,NA,NA
"99",1999,"IN",29020,"Kokomo, IN",NA,NA,NA,80,30,320,NA,NA,NA,NA,NA,NA,19150,61310,38380,41660,NA,NA,42370,NA,NA,NA,16830,62200,36280,45490,NA,NA,46320,NA,NA,NA,NA
"100",1999,"IN",23140,"Frankfort, IN",NA,370,NA,90,60,810,470,60,340,NA,NA,17930,21920,64150,38560,42070,42750,26430,40750,NA,NA,16760,21570,64960,39210,43120,44940,25590,41500,NA,NA,NA,NA
"101",1999,"IN",34620,"Muncie, IN",70,60,300,NA,NA,NA,NA,40,NA,NA,33570,18640,15770,NA,38550,36730,41410,28010,NA,NA,30760,18980,13790,NA,39510,38510,42700,25400,NA,NA,NA,NA,NA
"102",1999,"IN",43780,"South Bend-Mishawaka, IN-MI",NA,230,NA,NA,NA,NA,NA,NA,NA,NA,38430,19030,NA,NA,NA,38830,NA,NA,NA,NA,37740,17080,NA,NA,NA,40100,NA,NA,NA,NA,NA,NA,NA
"103",1999,"IN",45460,"Terre Haute, IN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49090,NA,NA,57490,NA,39040,NA,NA,NA,NA,48300,NA,NA,56400,NA,41520,NA,NA,NA,NA,NA,NA,NA
"104",1999,"KS",29940,"Lawrence, KS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17760,NA,NA,30610,28340,NA,NA,NA,NA,NA,17280,NA,NA,31310,28240,NA,NA,NA,NA,NA,NA,NA
"105",1999,"KS",45820,"Topeka, KS",NA,230,NA,NA,NA,NA,NA,NA,NA,NA,43790,16040,20920,NA,31630,32130,NA,NA,NA,NA,42320,15390,20800,NA,31600,32380,NA,NA,NA,NA,NA,NA,NA
"106",1999,"KS",48620,"Wichita, KS",NA,360,1460,310,240,3600,2700,NA,1740,NA,40180,18630,20250,56160,31200,32220,33550,59970,32770,NA,40170,18440,19100,56420,31370,32520,34160,63430,33310,NA,NA,NA,NA
"107",1999,"KY",30460,"Lexington-Fayette, KY",80,NA,1140,340,NA,2030,1200,NA,680,NA,40950,18610,21880,57930,NA,36240,36380,NA,33520,NA,40650,17090,21730,61600,NA,36720,36820,NA,33970,NA,NA,NA,NA
"108",1999,"KY",31140,"Louisville/Jefferson County, KY-IN",420,1690,NA,590,NA,NA,NA,NA,NA,NA,42260,17360,NA,59540,NA,NA,NA,37320,NA,NA,37930,16620,NA,61120,NA,NA,NA,27280,NA,NA,NA,NA,NA
"109",1999,"KY",36980,"Owensboro, KY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24460,NA,NA,NA,NA,NA,NA,NA,NA,NA,25090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",1999,"LA",10780,"Alexandria, LA",NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,19180,NA,NA,NA,NA,NA,NA,NA,NA,NA,19730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",1999,"LA",12940,"Baton Rouge, LA",NA,810,NA,510,430,3830,NA,NA,NA,NA,NA,14800,NA,56010,33960,32660,NA,NA,NA,NA,NA,12930,NA,55930,33900,31880,NA,NA,NA,NA,NA,NA,NA
"112",1999,"LA",26380,"Houma-Bayou Cane-Thibodaux, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16740,NA,NA,NA,NA,NA,NA,NA,NA,NA,15030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",1999,"LA",29180,"Lafayette, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17790,22480,NA,30010,34150,NA,NA,NA,NA,NA,14320,21720,NA,29130,31940,NA,NA,NA,NA,NA,NA,NA
"114",1999,"LA",29340,"Lake Charles, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21340,NA,NA,NA,NA,NA,NA,NA,NA,NA,17260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",1999,"LA",33740,"Monroe, LA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21820,NA,NA,29500,NA,NA,NA,NA,NA,NA,22380,NA,NA,29710,NA,NA,NA,NA,NA,NA,NA,NA
"116",1999,"LA",35380,"New Orleans-Metairie, LA",170,1320,2090,1220,840,7300,2700,NA,NA,NA,38720,15710,18360,53490,35110,35470,34390,NA,NA,NA,38520,13870,15250,53150,34480,35950,35280,NA,NA,NA,NA,NA,NA
"117",1999,"LA",43340,"Shreveport-Bossier City, LA",NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,24580,22640,50760,NA,NA,NA,NA,NA,NA,NA,22490,20280,50700,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",1999,"MD",12580,"Baltimore-Columbia-Towson, MD",1670,NA,2770,1850,1220,11590,NA,NA,NA,NA,48330,22290,18620,66110,33340,39350,NA,24250,NA,NA,49490,18570,19150,68020,32220,38680,NA,21610,NA,NA,NA,NA,NA
"119",1999,"MD",19060,"Cumberland, MD-WV",NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,19160,NA,NA,NA,NA,NA,NA,NA,NA,NA,18710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",1999,"MD",25180,"Hagerstown-Martinsburg, MD-WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28760,38060,NA,NA,NA,NA,NA,NA,NA,NA,23910,39750,NA,NA,NA,NA,NA,NA,NA
"121",1999,"MI",10300,"Adrian, MI",250,NA,1290,390,190,1410,1880,NA,870,NA,55920,22450,23000,73510,36280,47460,48430,45260,47960,NA,56300,22650,22690,77000,28490,47970,49600,35150,49710,NA,NA,NA,NA
"122",1999,"MI",35660,"Niles, MI",NA,NA,370,130,NA,NA,NA,NA,NA,NA,NA,27410,24370,61820,NA,40930,43330,NA,NA,NA,NA,23360,25570,63700,NA,42480,46440,NA,NA,NA,NA,NA,NA
"123",1999,"MI",19820,"Detroit-Warren-Dearborn, MI",1640,NA,8260,2750,1160,14870,13300,530,5700,NA,53160,24110,26980,72640,36780,43630,44740,66150,46120,NA,51180,20730,29310,71250,33960,42550,46410,77040,48060,NA,NA,NA,NA
"124",1999,"MI",22420,"Flint, MI",NA,330,NA,290,NA,NA,NA,NA,NA,NA,57240,24760,24770,71270,40140,41760,39340,40720,31820,NA,54000,23350,25310,76410,42100,40940,38830,34060,26630,NA,NA,NA,NA
"125",1999,"MI",26090,"Holland, MI",380,570,1790,650,550,5090,3010,170,1950,NA,53070,21790,28500,69790,42420,43020,44700,38820,47300,NA,50970,18750,29300,72350,42750,42930,43430,31990,48780,NA,NA,NA,NA
"126",1999,"MI",27100,"Jackson, MI",NA,NA,NA,110,NA,NA,730,NA,NA,NA,NA,NA,23330,61970,NA,NA,44500,NA,NA,NA,NA,NA,23850,62580,NA,NA,45840,NA,NA,NA,NA,NA,NA
"127",1999,"MI",12980,"Battle Creek, MI",240,NA,640,390,NA,NA,2300,NA,NA,NA,43600,24180,23430,66490,41730,44970,43410,NA,NA,NA,41940,22090,23580,65630,44530,45740,45030,NA,NA,NA,NA,NA,NA
"128",1999,"MI",29620,"Lansing-East Lansing, MI",260,410,NA,330,210,1700,1900,120,NA,NA,48700,18640,25980,65340,42670,43220,48810,28750,NA,NA,48920,16820,26880,65950,43920,42930,50650,25840,NA,NA,NA,NA,NA
"129",1999,"MI",13020,"Bay City, MI",NA,NA,NA,NA,NA,270,NA,NA,NA,NA,56320,NA,20870,69860,NA,45060,NA,59700,NA,NA,53630,NA,20320,69280,NA,40780,NA,63400,NA,NA,NA,NA,NA
"130",1999,"MN",20260,"Duluth, MN-WI",140,400,NA,230,40,1010,890,40,NA,NA,45370,25560,23710,60440,37390,37870,38250,27060,38890,NA,45600,21220,21570,61520,38890,41580,37800,25170,41350,NA,NA,NA,NA
"131",1999,"MN",33460,"Minneapolis-St. Paul-Bloomington, MN-WI",2740,5300,6010,1920,1610,16520,10390,470,6690,NA,45450,22690,24050,75710,40360,42220,44650,29590,42150,NA,41080,20510,24140,78320,39260,39880,42990,25740,40760,NA,NA,NA,NA
"132",1999,"MN",40340,"Rochester, MN",NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,21910,24380,NA,NA,37480,NA,NA,NA,NA,NA,20140,22360,NA,NA,38290,NA,NA,NA,NA,NA,NA,NA
"133",1999,"MN",41060,"St. Cloud, MN",NA,110,NA,100,100,890,NA,NA,NA,NA,NA,28450,17830,72520,34200,40070,NA,NA,NA,NA,NA,26430,16370,73400,35330,42870,NA,NA,NA,NA,NA,NA,NA
"134",1999,"MO",17860,"Columbia, MO",NA,520,NA,40,NA,NA,NA,NA,NA,NA,NA,16010,NA,45530,NA,NA,NA,NA,NA,NA,NA,14660,NA,44720,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",1999,"MO",27900,"Joplin, MO-KS",NA,220,120,110,110,900,730,NA,NA,NA,NA,14460,17990,50340,26090,27320,26160,NA,NA,NA,NA,13090,16670,50940,26210,27630,26500,NA,NA,NA,NA,NA,NA
"136",1999,"MO",28140,"Kansas City, MO-KS",740,1700,5220,1500,800,7590,13290,240,2210,NA,44000,16070,19310,62220,29620,34100,35980,31200,33970,NA,40570,15470,19670,62980,27720,33450,35550,23270,33640,NA,NA,NA,NA
"137",1999,"MO",41140,"St. Joseph, MO-KS",NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,63690,NA,NA,NA,NA,NA,NA,NA,NA,NA,64080,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",1999,"MO",41180,"St. Louis, MO-IL",690,7500,5560,1700,1990,13390,10430,230,5250,NA,41730,18710,19190,65510,34730,36560,41070,31750,41030,NA,36380,16140,19510,66900,32670,33730,39330,27150,40340,NA,NA,NA,NA
"139",1999,"MO",44180,"Springfield, MO",90,560,180,320,230,1790,1450,NA,NA,NA,45490,15340,14520,56930,29290,29820,30520,NA,NA,NA,46950,13200,12640,57090,28770,29900,30340,NA,NA,NA,NA,NA,NA
"140",1999,"MS",25060,"Gulfport-Biloxi, MS",40,410,980,160,250,1160,1010,NA,990,NA,39370,16760,13500,58710,26960,32300,30210,NA,29700,NA,39950,14870,13230,60090,27550,32010,29690,NA,28640,NA,NA,NA,NA
"141",1999,"MS",25620,"Hattiesburg, MS",NA,150,220,80,NA,480,NA,NA,NA,NA,NA,15700,12550,51970,26240,28810,31010,NA,NA,NA,NA,14740,12390,51450,26500,28360,30300,NA,NA,NA,NA,NA,NA
"142",1999,"MS",27140,"Jackson, MS",NA,1050,700,280,350,2040,1480,NA,1270,NA,NA,16660,16170,50160,22920,27450,30080,44060,30580,NA,NA,15940,15410,49620,22180,26700,28900,36640,30410,NA,NA,NA,NA
"143",1999,"MS",32820,"Memphis, TN-MS-AR",210,2270,NA,860,NA,6270,2100,NA,1690,NA,38860,15520,14640,64670,31770,37630,40160,34090,38870,NA,38940,13810,14750,64950,32630,38370,40170,26270,39520,NA,NA,NA,NA
"144",1999,"MT",13740,"Billings, MT",NA,NA,NA,NA,NA,760,500,NA,250,NA,NA,NA,NA,NA,NA,33330,30880,NA,32850,NA,NA,NA,NA,NA,NA,33340,31070,NA,33570,NA,NA,NA,NA
"145",1999,"MT",24500,"Great Falls, MT",NA,150,NA,60,NA,NA,NA,NA,NA,NA,NA,15040,NA,44850,NA,33040,NA,NA,NA,NA,NA,13520,NA,46270,NA,32510,NA,NA,NA,NA,NA,NA,NA
"146",1999,"MT",33540,"Missoula, MT",NA,NA,340,60,NA,NA,NA,NA,NA,NA,NA,NA,22260,55040,34860,36860,NA,NA,NA,NA,NA,NA,21180,54400,36120,38100,NA,NA,NA,NA,NA,NA,NA
"147",1999,"NC",11700,"Asheville, NC",160,240,210,130,250,980,670,160,NA,NA,42300,20960,14440,54840,35870,33340,37680,40000,NA,NA,42670,18770,14090,54020,35800,32590,38350,45760,NA,NA,NA,NA,NA
"148",1999,"NC",16740,"Charlotte-Concord-Gastonia, NC-SC",170,2790,1100,1130,620,7620,5210,120,3890,NA,54320,19040,19150,60020,32320,34570,36440,47850,32910,NA,49530,16850,20010,56180,32800,33520,36040,37290,31870,NA,NA,NA,NA
"149",1999,"NC",22180,"Fayetteville, NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53260,14340,NA,NA,NA,33040,NA,NA,NA,NA,58070,13130,NA,NA,NA,32450,NA,NA,NA,NA,NA,NA,NA
"150",1999,"NC",24140,"Goldsboro, NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38450,15340,NA,NA,NA,NA,NA,NA,NA,NA,34190,13990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",1999,"NC",15500,"Burlington, NC",NA,3620,2350,730,1180,6240,2660,80,2380,NA,62160,15260,20600,63930,35540,34540,35980,44980,37640,NA,64120,13940,21460,61840,35560,33170,34400,43480,37390,NA,NA,NA,NA
"152",1999,"NC",24780,"Greenville, NC",NA,500,NA,NA,40,NA,NA,NA,NA,NA,NA,15780,NA,NA,33000,NA,NA,NA,NA,NA,NA,14950,NA,NA,33040,NA,NA,NA,NA,NA,NA,NA,NA
"153",1999,"NC",25860,"Hickory-Lenoir-Morganton, NC",110,NA,440,220,190,2140,330,NA,NA,NA,45660,17160,16280,51450,27400,32420,36450,NA,32570,NA,43000,15290,15610,54910,26930,31410,36030,NA,31550,NA,NA,NA,NA
"154",1999,"NC",20500,"Durham-Chapel Hill, NC",690,1180,740,570,NA,5070,NA,110,NA,NA,47800,19100,18700,56560,34150,34510,NA,35350,37250,NA,43230,18330,17640,55010,32790,33280,NA,32710,37030,NA,NA,NA,NA
"155",1999,"NC",40580,"Rocky Mount, NC",NA,220,NA,110,NA,620,NA,NA,NA,NA,39510,14640,NA,51320,NA,34630,NA,NA,NA,NA,38570,14410,NA,50700,NA,34450,NA,NA,NA,NA,NA,NA,NA
"156",1999,"NC",48900,"Wilmington, NC",80,600,NA,150,70,840,NA,NA,390,NA,38470,14940,NA,53860,33280,34000,NA,NA,32520,NA,38470,13250,NA,52620,33990,33480,NA,NA,31730,NA,NA,NA,NA
"157",1999,"ND",13900,"Bismarck, ND",NA,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,15880,22930,NA,NA,NA,NA,NA,NA,NA,NA,15300,21530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",1999,"ND",22020,"Fargo, ND-MN",60,NA,270,100,40,1200,570,NA,NA,NA,53350,18090,18280,57510,27820,34510,34910,NA,NA,NA,42430,16880,18190,56880,29170,34790,35130,NA,NA,NA,NA,NA,NA
"159",1999,"ND",24220,"Grand Forks, ND-MN",NA,60,150,80,NA,900,410,NA,NA,NA,57070,17510,23070,59220,33670,33600,34850,NA,NA,NA,58120,16620,23620,61420,36800,33220,35110,NA,NA,NA,NA,NA,NA
"160",1999,"NE",30700,"Lincoln, NE",NA,230,NA,NA,NA,NA,NA,50,NA,NA,47410,15300,NA,NA,NA,NA,NA,30100,NA,NA,42460,14020,NA,NA,NA,NA,NA,29910,NA,NA,NA,NA,NA
"161",1999,"NE",36540,"Omaha, NE-IA",100,670,450,500,380,3590,3750,NA,NA,NA,36210,17580,17960,57890,31110,33900,34520,NA,33330,NA,33700,17080,17800,60520,30420,33070,34160,NA,31460,NA,NA,NA,NA
"162",1999,"NJ",12100,"Atlantic City-Hammonton, NJ",70,150,NA,270,230,2750,780,NA,1140,NA,57430,24100,NA,77210,41050,44970,54620,62520,46120,NA,55020,21300,NA,77890,35530,41770,57920,33750,44460,NA,NA,NA,NA
"163",1999,"NJ",35620,"New York-Newark-Jersey City, NY-NJ",NA,7390,NA,4910,4050,36710,19460,NA,NA,NA,284010,116810,111160,437290,223000,255560,273920,157120,199380,NA,277680,106950,108790,454110,203730,249340,279150,123850,191340,NA,NA,NA,NA
"164",1999,"NJ",45940,"Trenton-Princeton, NJ",140,500,560,370,NA,2090,1540,NA,NA,NA,58920,20920,24530,81500,43010,52060,48380,38670,42530,NA,57960,19630,23450,83930,39420,51400,46270,34900,40710,NA,NA,NA,NA
"165",1999,"NJ",47220,"Vineland, NJ",NA,70,260,NA,90,1000,NA,NA,430,NA,56630,20330,20380,77410,46330,43530,NA,75360,42880,NA,57520,17910,22360,77450,47800,44190,NA,88070,39500,NA,NA,NA,NA
"166",1999,"NM",10740,"Albuquerque, NM",160,2220,1050,530,NA,NA,1660,170,NA,NA,37980,15470,18890,51070,NA,NA,41260,30750,NA,NA,34910,14890,19280,51470,NA,NA,37790,30850,NA,NA,NA,NA,NA
"167",1999,"NM",29740,"Las Cruces, NM",80,NA,NA,NA,NA,NA,NA,70,NA,NA,33200,NA,NA,NA,30290,31420,NA,49730,NA,NA,32350,NA,NA,NA,30900,31800,NA,50510,NA,NA,NA,NA,NA
"168",1999,"NM",31060,"Los Alamos, NM",NA,NA,NA,90,90,NA,NA,NA,NA,NA,NA,18510,NA,44330,32120,NA,NA,38140,NA,NA,NA,16860,NA,44380,30700,NA,NA,34920,NA,NA,NA,NA,NA
"169",1999,"NV",29820,"Las Vegas-Henderson-North Las Vegas, NV",NA,2110,NA,NA,NA,NA,NA,190,NA,NA,NA,17620,NA,95720,NA,NA,NA,28190,40060,NA,NA,16130,NA,71510,NA,NA,NA,27530,40040,NA,NA,NA,NA
"170",1999,"NV",39900,"Reno, NV",NA,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,16610,NA,NA,24860,NA,NA,NA,NA,NA,NA,15880,NA,NA,25950,NA,NA,NA,NA,NA,NA,NA,NA
"171",1999,"NY",10580,"Albany-Schenectady-Troy, NY",910,1800,NA,NA,900,8200,7530,280,2170,NA,58360,17970,22760,NA,39120,44930,47160,36470,45990,NA,55090,16570,23650,NA,39030,45830,44300,35290,43260,NA,NA,NA,NA
"172",1999,"NY",13780,"Binghamton, NY",100,290,NA,270,230,1990,1920,30,1660,NA,43480,19440,22010,72490,40110,41290,41870,29880,44920,NA,40690,18140,22550,73950,36980,39170,40720,26560,41940,NA,NA,NA,NA
"173",1999,"NY",15380,"Buffalo-Cheektowaga, NY",510,NA,5180,1070,810,8100,10000,280,1600,NA,48730,19540,21830,77680,49070,44640,53020,38130,49560,NA,47370,14900,19130,78790,51960,44720,56410,22540,50720,NA,NA,NA,NA
"174",1999,"NY",28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",420,NA,1500,740,680,6510,5200,40,3690,NA,112150,38010,46170,142830,88500,79990,88140,46720,96200,NA,113440,33260,49890,144290,81960,76000,83660,47720,93350,NA,NA,NA,NA
"175",1999,"NY",21300,"Elmira, NY",70,NA,NA,NA,NA,NA,820,NA,NA,NA,55320,23020,NA,NA,NA,NA,41530,NA,NA,NA,54580,20500,NA,NA,NA,NA,40420,NA,NA,NA,NA,NA,NA
"176",1999,"NY",24020,"Glens Falls, NY",50,NA,310,80,NA,990,1070,NA,630,NA,47510,20650,19840,66990,40340,46460,43750,NA,42860,NA,49540,19760,17760,65660,38360,45050,43670,NA,40650,NA,NA,NA,NA
"177",1999,"NY",27460,"Jamestown-Dunkirk, NY",60,40,790,130,400,1480,1450,NA,470,NA,46700,25630,24980,66080,44120,44150,42060,NA,46590,NA,43040,25570,26140,65670,45730,42640,40530,NA,43910,NA,NA,NA,NA
"178",1999,"NY",35620,"New York-Newark-Jersey City, NY-NJ",3880,16240,23720,5340,NA,28040,30980,NA,11000,NA,138830,45640,49470,186940,93380,103130,120980,83530,130630,NA,128250,42890,48060,189320,89830,100670,126170,77490,132350,NA,NA,NA,NA
"179",1999,"NY",12860,"Batavia, NY",1040,690,3450,1410,420,6180,5080,120,NA,NA,47440,20390,20260,78730,46200,49880,54440,48000,NA,NA,45540,18690,18190,80520,43790,46460,51260,48850,NA,NA,NA,NA,NA
"180",1999,"NY",12180,"Auburn, NY",490,NA,3040,890,590,6010,5490,70,2460,NA,49860,17430,24260,64390,38880,43430,42000,35060,46290,NA,47720,16390,22340,63930,39240,42200,40430,33440,44390,NA,NA,NA,NA
"181",1999,"NY",46540,"Utica-Rome, NY",NA,220,2050,370,310,3240,2970,40,870,NA,51610,20800,22560,66210,39310,40870,42410,25980,45810,NA,54340,19400,21450,65930,37130,39800,38920,25510,42060,NA,NA,NA,NA
"182",1999,"OH",10420,"Akron, OH",NA,1380,900,510,170,3530,1590,90,980,NA,NA,17180,21620,61420,35800,39440,36250,30240,38040,NA,NA,15760,22080,62620,34330,39790,34400,28660,37490,NA,NA,NA,NA
"183",1999,"OH",15940,"Canton-Massillon, OH",NA,530,500,360,60,2200,1540,40,500,NA,NA,17620,24010,63400,35280,35520,39810,30090,39640,NA,NA,14520,25510,63110,34880,36710,39620,23310,39120,NA,NA,NA,NA
"184",1999,"OH",17140,"Cincinnati, OH-KY-IN",630,2750,3480,1450,500,8270,5200,250,3320,NA,51950,33910,41850,124420,78570,78270,80200,29800,80940,NA,55960,31450,40650,125770,86530,79310,79250,28000,80000,NA,NA,NA,NA
"185",1999,"OH",17410,"Cleveland, OH",820,NA,3410,1610,1200,10590,5970,100,4590,NA,49370,NA,22260,68540,40730,44170,44800,42690,46510,NA,49210,NA,21710,68420,39550,45210,47920,37720,48550,NA,NA,NA,NA
"186",1999,"OH",18140,"Columbus, OH",890,4170,2630,1050,920,6260,3510,110,2890,NA,45920,17510,23920,70180,42090,42700,44120,36650,41500,NA,39820,16570,24590,71130,41280,41440,45430,32700,41500,NA,NA,NA,NA
"187",1999,"OH",44220,"Springfield, OH",300,1620,1230,630,450,4870,2890,180,2250,NA,49060,15960,19470,62000,38530,38020,41000,25850,39430,NA,49870,15310,18910,62870,38440,38100,41270,23160,38950,NA,NA,NA,NA
"188",1999,"OH",30620,"Lima, OH",NA,NA,460,130,80,710,640,NA,410,NA,NA,16770,18400,54420,36120,35290,36290,NA,36880,NA,NA,14900,14380,55270,35390,36770,36500,NA,35620,NA,NA,NA,NA
"189",1999,"OH",15340,"Bucyrus, OH",NA,NA,270,160,100,1260,770,NA,390,NA,NA,14110,21930,62360,37540,38590,39510,NA,38890,NA,NA,13170,22740,62610,38530,39090,39290,NA,38590,NA,NA,NA,NA
"190",1999,"OH",48260,"Weirton-Steubenville, WV-OH",NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,18810,NA,35230,34300,NA,NA,NA,NA,NA,NA,17940,NA,36940,36840,NA,NA,NA,NA,NA,NA,NA
"191",1999,"OH",45780,"Toledo, OH",270,550,800,450,220,2890,3470,70,1170,NA,43640,17290,24960,61200,34370,36250,34450,26190,40140,NA,37720,15390,26700,61750,33820,36460,31730,24030,40030,NA,NA,NA,NA
"192",1999,"OH",41400,"Salem, OH",NA,470,1620,340,250,2920,2010,60,1330,NA,NA,16090,18830,55660,35300,35070,39040,46680,37020,NA,NA,13920,17730,57440,36710,36270,40550,40030,38030,NA,NA,NA,NA
"193",1999,"OK",21420,"Enid, OK",NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,13940,32300,NA,31150,NA,NA,NA,NA,NA,NA,12630,36530,NA,31600,NA,NA,NA,NA,NA,NA,NA
"194",1999,"OK",30020,"Lawton, OK",NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,18040,NA,NA,NA,NA,NA,NA,NA,NA,NA,14410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",1999,"OK",36420,"Oklahoma City, OK",180,2370,1500,410,NA,4760,5130,NA,NA,NA,42810,14550,14610,49490,26480,28340,30800,23860,33160,NA,39320,13490,13550,47940,26330,27770,30100,17570,33530,NA,NA,NA,NA
"196",1999,"OK",46140,"Tulsa, OK",180,2110,1370,580,300,4750,3890,280,NA,NA,39040,15550,16570,58400,29060,30140,37500,24480,35500,NA,33830,14540,16180,58390,28260,29700,37420,24380,34810,NA,NA,NA,NA
"197",1999,"OR",18700,"Corvallis, OR",NA,110,50,60,40,290,190,NA,280,NA,NA,17000,17870,61460,29480,30410,38070,NA,33010,NA,NA,15710,17140,62160,23580,29150,36660,NA,32410,NA,NA,NA,NA
"198",1999,"OR",21660,"Eugene-Springfield, OR",110,440,NA,NA,230,NA,NA,NA,NA,NA,56740,20340,NA,NA,38160,40810,NA,NA,NA,NA,57110,17430,NA,NA,38730,40430,NA,NA,NA,NA,NA,NA,NA
"199",1999,"OR",32780,"Medford, OR",NA,NA,NA,120,100,870,NA,NA,NA,NA,NA,17550,NA,64610,36190,37440,43080,NA,42640,NA,NA,17060,NA,64740,36690,38410,45370,NA,45200,NA,NA,NA,NA
"200",1999,"OR",38900,"Portland-Vancouver-Hillsboro, OR-WA",410,2770,2210,1080,1060,9140,4820,370,3320,NA,50800,19220,23270,71030,36600,41880,41790,44120,41760,NA,49570,17780,22750,71760,36610,42030,42390,41450,41470,NA,NA,NA,NA
"201",1999,"OR",41420,"Salem, OR",NA,NA,670,220,150,1630,NA,NA,770,NA,NA,NA,21520,67410,34030,38140,NA,NA,43170,NA,NA,NA,21450,67010,33530,38190,NA,NA,44710,NA,NA,NA,NA
