CBSA_Code,horizon,year,y_true,y_pred,y_base,abs_err_model,abs_err_base,mape_model
44220,3,2019,40890.0,38913.453125,39639.8925,1976.546875,1250.1074999999983,4.833814808021521
44260,1,2017,33985.87890625,33032.015625,34175.370416666665,953.86328125,189.49151041666482,2.806645912795813
44260,2,2018,34307.1796875,33088.59375,34175.370416666665,1218.5859375,131.80927083333518,3.5519851780296534
44260,3,2019,34782.0,33267.73828125,34175.370416666665,1514.26171875,606.6295833333352,4.353578629032258
44300,1,2017,46917.9765625,41069.6328125,45775.62708333333,5848.34375,1142.3494791666672,12.465038304048239
44300,2,2018,47070.796875,41444.57421875,45775.62708333333,5626.22265625,1295.1697916666672,11.95268198069995
44300,3,2019,48182.0,42065.40625,45775.62708333333,6116.59375,2406.372916666667,12.694769312191276
44340,1,2017,32383.451171875,31980.650390625,32188.36833333333,402.80078125,195.08283854167166,1.2438476032469081
44340,2,2018,32609.642578125,32204.033203125,32188.36833333333,405.609375,421.27424479167166,1.2438326302665101
44340,3,2019,32764.0,32324.15625,32188.36833333333,439.84375,575.6316666666717,1.3424604749114883
44420,1,2017,43205.05859375,39903.6953125,42782.871666666666,3301.36328125,422.186927083334,7.641149876203551
44420,2,2018,43356.984375,40197.859375,42782.871666666666,3159.125,574.112708333334,7.286311641686911
44420,3,2019,44722.0,40622.1484375,42782.871666666666,4099.8515625,1939.128333333334,9.167415505791334
44460,1,2017,82156.7890625,64170.6953125,74475.82125,17986.09375,7680.967812500006,21.8924010483385
44460,2,2018,81332.1484375,65416.7109375,74475.82125,15915.4375,6856.327187500006,19.568445941435176
44460,3,2019,85668.0,66235.421875,74475.82125,19432.578125,11192.178750000006,22.68359028458701
44500,1,2017,39123.875,33347.8046875,37592.16166666667,5776.0703125,1531.7133333333331,14.763543520420717
44500,2,2018,40365.1640625,33715.28515625,37592.16166666667,6649.87890625,2773.002395833333,16.474301692304685
44500,3,2019,41870.0,34067.41796875,37592.16166666667,7802.58203125,4277.838333333333,18.635256821710055
44540,1,2017,46676.98828125,41990.3125,51743.02583333333,4686.67578125,5066.037552083333,10.04065590738343
44540,2,2018,45171.62890625,42355.21484375,51743.02583333333,2816.4140625,6571.396927083333,6.2349180906122195
44540,3,2019,42694.0,43072.0,51743.02583333333,378.0,9049.025833333333,0.8853703096453833
44580,1,2017,43000.58203125,39572.66015625,42617.732083333336,3427.921875,382.84994791666395,7.9718034339833155
44580,2,2018,43111.5703125,40174.84765625,42617.732083333336,2936.72265625,493.83822916666395,6.811912985221304
44580,3,2019,43511.0,40759.6953125,42617.732083333336,2751.3046875,893.267916666664,6.323239381995357
44620,1,2017,45943.58203125,40836.74609375,44924.35916666667,5106.8359375,1019.2228645833311,11.115450105798068
44620,2,2018,46438.41796875,41180.6796875,44924.35916666667,5257.73828125,1514.058802083331,11.321958221720886
44620,3,2019,47727.0,41686.67578125,44924.35916666667,6040.32421875,2802.640833333331,12.655989730655604
44660,1,2017,36559.5703125,35731.5546875,36550.184166666666,828.015625,9.386145833334012,2.2648395971899458
44660,2,2018,37335.6640625,36478.99609375,36550.184166666666,856.66796875,785.479895833334,2.294503098474251
44660,3,2019,38475.0,36958.2109375,36550.184166666666,1516.7890625,1924.815833333334,3.942271767381417
44700,1,2017,42632.31640625,38635.50390625,42352.443333333336,3996.8125,279.87307291666366,9.375077023527762
44700,2,2018,43076.9453125,38978.3515625,42352.443333333336,4098.59375,724.5019791666637,9.514587722659797
44700,3,2019,45284.0,39263.61328125,42352.443333333336,6020.38671875,2931.5566666666637,13.294732618032858
44740,1,2017,41863.44140625,41890.421875,40401.66541666667,26.98046875,1461.7759895833296,0.06444875969029139
44740,2,2018,43767.3671875,42455.203125,40401.66541666667,1312.1640625,3365.7017708333296,2.998042027245256
44740,3,2019,41905.0,43126.296875,40401.66541666667,1221.296875,1503.3345833333296,2.9144418923756117
44780,1,2017,38597.03515625,35145.640625,37379.07833333333,3451.39453125,1217.956822916669,8.9421234488036
44780,2,2018,38358.0546875,35317.16015625,37379.07833333333,3040.89453125,978.9763541666689,7.927655758416124
44780,3,2019,38401.0,35933.1875,37379.07833333333,2467.8125,1021.9216666666689,6.426427697195386
44860,1,2017,40006.4609375,36220.5546875,38980.39958333333,3785.90625,1026.061354166668,9.463237090415278
44860,2,2018,41123.80859375,36540.55078125,38980.39958333333,4583.2578125,2143.409010416668,11.145022723397666
44860,3,2019,42825.0,36955.35546875,38980.39958333333,5869.64453125,3844.600416666668,13.706116827203735
44900,1,2017,30773.71875,29178.529296875,29857.236666666668,1595.189453125,916.4820833333324,5.183609644593245
