CBSA_Code,CBSA_Name,main_state,year,Metro_Micro,total_students,diploma_recipients,population,unemployment,Employees,Establishment_entries,Job_creation_entries,operations_adj,instruction_adj,student_adj,other_adj,per_cap_income_adj,total_expenditure
10140,Aberdeen,WA,2004,0,12481.0,740.0,69775.0,8.6,18412.0,169.0,773.0,26583866.066701956,84156298.04129168,15585652.726310216,3673741.662255161,34491.750661725775,129999558.49655902
10140,Aberdeen,WA,2005,0,12215.0,778.0,70423.0,8.2,18542.0,182.0,833.0,26201067.076292884,83599367.12749615,16503320.53251408,3645001.5360983103,34342.0942140297,129948756.27240144
10140,Aberdeen,WA,2006,0,12143.0,798.0,71256.0,7.8,19250.0,183.0,1004.0,25959384.424603175,83049229.16666667,16676307.539682541,3928089.7817460317,34639.9935515873,129613010.91269842
10140,Aberdeen,WA,2007,0,11720.0,737.0,71827.0,8.0,18358.0,157.0,687.0,26767707.187650748,83834569.2233478,16952922.33478051,4274001.447178002,35240.467920887604,131829200.19295707
10140,Aberdeen,WA,2008,0,11480.0,814.0,72027.0,8.2,18240.0,163.0,652.0,25858597.770552713,83973637.71481653,17146032.977241058,4676946.586158847,35914.38922433813,131655215.04876913
10140,Aberdeen,WA,2009,0,11242.0,683.0,72468.0,13.0,16677.0,137.0,514.0,26196739.04939422,87654102.98229264,17607077.819198508,4623094.12861137,35502.50326188257,136081013.97949672
10140,Aberdeen,WA,2010,0,11115.0,728.0,72845.0,13.1,16117.0,119.0,360.0,25766962.8610729,83178119.6698762,17111148.55570839,4592282.897753324,35434.556625401194,130648513.98441082
10140,Aberdeen,WA,2011,0,10780.0,,72356.0,13.4,15616.0,135.0,680.0,25655271.231658515,82832474.43308137,17016726.989773232,4434104.046242774,35120.377945753666,129938576.7007559
10140,Aberdeen,WA,2012,0,10609.0,,71752.0,13.4,15392.0,131.0,735.0,24989774.82578397,76509538.32752612,18061596.68989547,4944721.254355401,35426.03222996515,124505631.09756096
10140,Aberdeen,WA,2013,0,10368.0,,71011.0,11.5,15675.0,136.0,857.0,25382340.34334764,77291635.19313304,16255057.510729613,4580651.502145923,35101.13519313304,123509684.5493562
10140,Aberdeen,WA,2014,0,10355.0,,70734.0,9.9,15624.0,145.0,578.0,24646368.821292777,79161133.50232363,16812247.99324039,4798561.047739755,37037.07013096747,125418311.36459655
10140,Aberdeen,WA,2015,0,10266.0,,70949.0,9.1,15520.0,144.0,551.0,25858067.088607594,82252324.47257383,16938776.371308014,5131262.447257384,37659.10759493671,130180430.37974682
10140,Aberdeen,WA,2016,0,10338.0,,71463.0,8.1,15838.0,131.0,653.0,27379077.5,85696789.58333333,16984872.5,5882165.416666667,38393.355,135942905.0
10140,Aberdeen,WA,2017,0,10465.0,,72400.0,6.9,15903.0,131.0,554.0,27445759.281925745,88987981.64014688,17894827.009383924,5749337.8212974295,39149.9547123623,140077905.75275397
10140,Aberdeen,WA,2018,0,10568.0,,73666.0,6.7,15840.0,122.0,358.0,29357129.828753486,92255663.8789327,19219760.254878536,5861446.435682995,39713.43807248108,146694000.3982477
10140,Aberdeen,WA,2019,0,10899.0,520.0,74911.0,7.1,15865.0,122.0,485.0,32076000.0,101950000.0,21128000.0,5993000.0,40470.0,161147000.0
10180,Abilene,TX,1998,1,30928.0,1662.0,158264.0,3.7,52464.0,369.0,2870.0,44680045.398773,187473592.6380368,31797785.276073616,5710110.429447852,34415.965030674844,269661533.74233127
10180,Abilene,TX,1999,1,30670.0,1647.0,159755.0,3.8,51540.0,382.0,3285.0,44618575.6302521,186268087.63505402,32049984.3937575,5899824.729891957,34674.51620648259,268836472.3889556
10180,Abilene,TX,2000,1,30221.0,1752.0,160288.0,4.2,53102.0,349.0,3130.0,44552977.93263647,199677644.59930316,33927024.3902439,6371711.382113822,34273.00638792103,284529358.3042973
10180,Abilene,TX,2001,1,29439.0,1755.0,158917.0,4.5,50700.0,336.0,2982.0,46226803.95480226,203905581.35593218,35672316.94915254,7132151.97740113,34375.03672316384,292936854.2372881
10180,Abilene,TX,2002,1,28843.0,1886.0,159012.0,5.1,54078.0,341.0,2619.0,45592489.71650916,198229328.5158421,35894651.47304057,6758496.3868816,35321.84936075597,286474966.0922734
10180,Abilene,TX,2003,1,28536.0,1810.0,158810.0,5.4,56640.0,306.0,2403.0,49919866.30434782,200927392.3913043,36084272.82608695,7141534.239130434,36767.992391304346,294073065.7608695
10180,Abilene,TX,2004,1,28064.0,1739.0,160156.0,4.7,55748.0,326.0,1791.0,51586696.66490206,200703518.79301214,34487689.78295394,9616160.931709899,37102.895712016936,296394066.17257804
10180,Abilene,TX,2005,1,27759.0,1730.0,160761.0,4.3,55458.0,380.0,2528.0,48793792.11469534,191054902.71377367,34270084.48540706,10273824.372759856,37675.490015360985,284392603.686636
10180,Abilene,TX,2006,1,27504.0,1644.0,161389.0,4.0,58098.0,404.0,3719.0,50830521.82539683,195581327.87698412,34656482.14285714,9763782.738095239,38621.35416666667,290832114.5833333
10180,Abilene,TX,2007,1,27598.0,1704.0,162023.0,3.6,57736.0,326.0,2857.0,50836564.399421126,191006543.17414376,34130337.67486734,11145707.670043414,39388.654606849974,287119152.9184756
10180,Abilene,TX,2008,1,27526.0,1633.0,162508.0,3.8,58706.0,297.0,2332.0,49675633.53460287,188345080.81746396,35015341.84858336,10808758.476544354,41838.363214119825,283844814.6771946
