CBSA_Code,CBSA_Name,main_state,year,Metro_Micro,total_students,operations_adj,instruction_adj,student_adj,other_adj,Employees,Establishment_entries,Job_creation_entries
10100,Aberdeen,SD,1998,0,5576.0,7928268.711656441,26294744.78527607,5314795.09202454,1672246.625766871,17411,123,820
10100,Aberdeen,SD,1999,0,5421.0,8008659.063625449,26487818.727490995,5482355.342136854,1364449.579831933,16819,99,555
10100,Aberdeen,SD,2000,0,5261.0,7672484.901277585,26530731.126596984,5623321.138211383,1256226.480836237,17599,109,616
10100,Aberdeen,SD,2001,0,5138.0,8118836.15819209,27020411.299435027,5769863.276836158,1658438.418079096,17746,119,1089
10100,Aberdeen,SD,2002,0,5130.0,7828769.316286825,26546464.14674819,6064879.933296275,1725513.0628126734,17644,115,693
10100,Aberdeen,SD,2003,0,5057.0,7693234.782608694,26920763.043478254,5758808.695652173,1637035.8695652173,17918,109,1029
10100,Aberdeen,SD,2004,0,5080.0,7681829.010058231,27585549.497088403,6089964.531498146,1721812.5992588669,17225,137,1068
10100,Aberdeen,SD,2005,0,5524.0,8875526.36968766,30626392.21710189,7327971.838197645,1789769.073220686,17394,122,412
10100,Aberdeen,SD,2006,0,5547.0,9209512.400793651,30558433.035714287,7138291.666666667,1733838.7896825396,18252,140,906
10100,Aberdeen,SD,2007,0,5509.0,9343596.237337193,30727171.731789675,6906243.608297153,1675063.1934394597,18220,111,654
10100,Aberdeen,SD,2008,0,5474.0,9350330.236878771,31028417.092429165,7121120.297259636,1286219.6934509985,18579,107,661
10100,Aberdeen,SD,2009,0,5678.0,9675135.135135137,32650006.523765143,7520868.592730662,1806342.9636533083,18361,99,774
10100,Aberdeen,SD,2010,0,5656.0,9351046.309032554,33913956.441999085,7851549.289316827,1766803.759743237,17805,106,567
10100,Aberdeen,SD,2011,0,5715.0,9262729.657625612,33925443.752779014,7664178.301467319,1637207.647843486,17832,91,531
10100,Aberdeen,SD,2012,0,5763.0,8658830.57491289,31383388.50174216,7804641.114982578,1536872.8222996516,18202,111,464
10100,Aberdeen,SD,2013,0,5941.0,8905603.004291845,31774840.343347635,8019981.115879827,1611019.7424892702,19214,92,594
10100,Aberdeen,SD,2014,0,6014.0,9284923.954372624,32709506.97084918,8068539.5014786655,1761920.99704267,19540,100,606
10100,Aberdeen,SD,2015,0,6102.0,9520239.662447255,33589485.65400843,8944105.485232066,1887001.2658227847,19853,108,938
10100,Aberdeen,SD,2016,0,6205.0,9939272.083333334,35222675.0,8833369.583333334,2220328.333333333,19628,85,408
10100,Aberdeen,SD,2017,0,6348.0,10814305.181558548,38914180.74255406,9068951.856385147,2071889.840881273,19477,111,631
10100,Aberdeen,SD,2018,0,6311.0,10952025.089605736,39283707.2879331,8687282.755874155,2032565.511748308,19363,79,501
10100,Aberdeen,SD,2019,0,6273.0,10889000.0,39186000.0,8768000.0,2033000.0,19070,86,285
10140,Aberdeen,WA,1998,0,13583.0,25168409.81595092,83409967.48466256,14418028.834355827,2946040.4907975458,17896,185,1066
10140,Aberdeen,WA,1999,0,13327.0,25325964.58583433,82530014.4057623,14682030.0120048,3058884.1536614643,17705,195,1011
10140,Aberdeen,WA,2000,0,13053.0,24558782.22996516,81743815.33101046,14299599.30313589,3202932.055749129,18306,183,956
10140,Aberdeen,WA,2001,0,12861.0,25694238.418079093,83716468.92655367,14494000.56497175,3159411.8644067794,17611,160,857
10140,Aberdeen,WA,2002,0,12781.0,27548512.5069483,86124990.55030571,14907068.371317396,3861794.886047804,16860,177,1176
10140,Aberdeen,WA,2003,0,12607.0,27280688.58695652,85574729.89130434,14882017.934782607,4178749.456521739,17790,197,1183
10140,Aberdeen,WA,2004,0,12481.0,26583866.06670196,84156298.04129168,15585652.726310216,3673741.662255161,18412,169,773
10140,Aberdeen,WA,2005,0,12215.0,26201067.076292884,83599367.12749615,16503320.53251408,3645001.5360983103,18542,182,833
10140,Aberdeen,WA,2006,0,12143.0,25959384.42460317,83049229.16666667,16676307.53968254,3928089.781746032,19250,183,1004
10140,Aberdeen,WA,2007,0,11720.0,26767707.187650748,83834569.2233478,16952922.33478051,4274001.447178002,18358,157,687
10140,Aberdeen,WA,2008,0,11480.0,25858597.770552717,83973637.71481653,17146032.977241058,4676946.586158847,18240,163,652
10140,Aberdeen,WA,2009,0,11242.0,26196739.04939422,87654102.98229264,17607077.819198508,4623094.12861137,16677,137,514
10140,Aberdeen,WA,2010,0,11115.0,25766962.8610729,83178119.6698762,17111148.55570839,4592282.897753324,16117,119,360
10140,Aberdeen,WA,2011,0,10780.0,25655271.231658515,82832474.43308137,17016726.989773232,4434104.046242774,15616,135,680
10140,Aberdeen,WA,2012,0,10609.0,24989774.82578397,76509538.32752612,18061596.68989547,4944721.254355401,15392,131,735
10140,Aberdeen,WA,2013,0,10368.0,25382340.34334764,77291635.19313304,16255057.510729613,4580651.502145923,15675,136,857
10140,Aberdeen,WA,2014,0,10355.0,24646368.821292777,79161133.50232363,16812247.99324039,4798561.047739755,15624,145,578
10140,Aberdeen,WA,2015,0,10266.0,25858067.088607594,82252324.47257383,16938776.371308014,5131262.447257384,15520,144,551
10140,Aberdeen,WA,2016,0,10338.0,27379077.5,85696789.58333333,16984872.5,5882165.416666667,15838,131,653
10140,Aberdeen,WA,2017,0,10465.0,27445759.281925745,88987981.64014688,17894827.009383924,5749337.8212974295,15903,131,554
10140,Aberdeen,WA,2018,0,10568.0,29357129.828753486,92255663.8789327,19219760.254878536,5861446.435682995,15840,122,358
10140,Aberdeen,WA,2019,0,10899.0,32076000.0,101950000.0,21128000.0,5993000.0,15865,122,485
10180,Abilene,TX,1998,1,30928.0,44680045.398773,187473592.6380368,31797785.276073616,5710110.429447852,52464,369,2870
10180,Abilene,TX,1999,1,30670.0,44618575.6302521,186268087.635054,32049984.3937575,5899824.729891957,51540,382,3285
10180,Abilene,TX,2000,1,30221.0,44552977.93263647,199677644.5993032,33927024.3902439,6371711.382113822,53102,349,3130
10180,Abilene,TX,2001,1,29439.0,46226803.95480226,203905581.35593215,35672316.94915254,7132151.97740113,50700,336,2982
10180,Abilene,TX,2002,1,28843.0,45592489.71650916,198229328.5158421,35894651.47304057,6758496.3868816,54078,341,2619
10180,Abilene,TX,2003,1,28536.0,49919866.30434782,200927392.3913043,36084272.82608695,7141534.239130434,56640,306,2403
10180,Abilene,TX,2004,1,28064.0,51586696.66490206,200703518.7930121,34487689.78295394,9616160.9317099,55748,326,1791
10180,Abilene,TX,2005,1,27759.0,48793792.11469534,191054902.71377367,34270084.48540706,10273824.372759856,55458,380,2528
10180,Abilene,TX,2006,1,27504.0,50830521.82539683,195581327.8769841,34656482.14285714,9763782.73809524,58098,404,3719
10180,Abilene,TX,2007,1,27598.0,50836564.399421126,191006543.17414376,34130337.67486734,11145707.670043414,57736,326,2857
10180,Abilene,TX,2008,1,27526.0,49675633.53460287,188345080.817464,35015341.84858336,10808758.476544354,58706,297,2332
10180,Abilene,TX,2009,1,27353.0,48941647.250698976,191483077.8191985,35372627.67940354,11944979.030754892,56956,302,2282
10180,Abilene,TX,2010,1,27755.0,49685054.10362219,201687624.94268683,36769917.927556165,12029975.69922054,56059,319,2005
10180,Abilene,TX,2011,1,28098.0,48846772.34326367,189993399.7332148,36886060.91596265,12996472.654513117,55393,261,1706
10180,Abilene,TX,2012,1,28095.0,47012716.898954704,173749040.94076654,36290244.77351916,13881970.81881533,57378,296,2225
10180,Abilene,TX,2013,1,28293.0,46367299.141630895,173717970.81545064,36115155.79399142,12550151.072961371,57902,295,2252
10180,Abilene,TX,2014,1,28722.0,46774627.376425855,175465077.73553023,36248472.75031686,13383469.792986903,58003,267,2459
10180,Abilene,TX,2015,1,29024.0,44894230.80168776,181231960.33755276,35486197.046413496,14124997.468354428,60497,302,3794
10180,Abilene,TX,2016,1,28751.0,41249737.083333336,183088657.91666663,36815472.91666666,13754529.166666666,59346,334,2032
10180,Abilene,TX,2017,1,28959.0,49314316.60546716,179733835.5773154,36743182.37454101,13438073.03141575,58403,305,2558
10180,Abilene,TX,2018,1,29010.0,49626777.37953007,178852526.88172045,36269481.8797292,12867483.870967742,60220,312,1769
10180,Abilene,TX,2019,1,29011.0,50948000.0,183821000.0,38162000.0,17518000.0,61547,328,1906
10220,Ada,OK,1998,0,6721.0,10606059.509202452,33818285.88957055,7391769.325153373,1035349.6932515336,11124,74,820
10220,Ada,OK,1999,0,6713.0,10728349.339735894,34887855.34213685,7499100.840336134,1151110.444177671,12082,75,1091
10220,Ada,OK,2000,0,6711.0,11899998.838559816,33753290.94076655,7672484.901277585,1179011.6144018583,12046,85,484
10220,Ada,OK,2001,0,6547.0,12081463.84180791,35998803.95480226,8253187.005649717,1239494.9152542371,11242,83,397
10220,Ada,OK,2002,0,6398.0,12308849.360755974,35743988.88271262,8567868.816008892,1452614.7859922177,12030,81,1123
10220,Ada,OK,2003,0,6506.0,12466764.67391304,34326335.32608695,8620147.282608695,1717636.956521739,12197,70,327
10220,Ada,OK,2004,0,6521.0,13168076.230809951,34522884.06564319,8756608.258337744,1502525.1455796715,11866,77,483
10220,Ada,OK,2005,0,6530.0,13808847.414234512,36523334.35739888,8995979.006656425,1681099.8463901689,11738,74,334
10220,Ada,OK,2006,0,6554.0,13759095.23809524,37303535.21825397,8974867.063492063,1686909.7222222222,12983,109,1150
10220,Ada,OK,2007,0,6688.0,13093369.512783406,41193232.99565847,9516283.1644959,1577618.4273999035,13591,101,581
10220,Ada,OK,2008,0,6706.0,13722052.020436598,41611522.9911751,10036789.131444495,1552252.2062238734,13641,75,454
10220,Ada,OK,2009,0,6769.0,14400699.906803356,44049269.804287046,10090975.302889096,1637147.2506989748,13148,85,441
10220,Ada,OK,2010,0,6839.0,13147270.976616232,42077363.59468134,10077933.05823017,1549910.132966529,12868,63,465
10220,Ada,OK,2011,0,6905.0,12412080.480213428,39946729.65762561,9561747.443308135,1266562.0275678078,12750,54,264
10220,Ada,OK,2012,0,7064.0,13302859.32055749,39091139.808362365,9775847.56097561,1485643.7282229965,13321,77,408
10220,Ada,OK,2013,0,7080.0,13487351.93133047,39956142.91845493,10123744.635193132,1279597.4248927038,12585,71,295
10220,Ada,OK,2014,0,7167.0,12961084.072665822,38656395.43726236,10051915.927334178,1342776.087874947,12442,69,278
10220,Ada,OK,2015,0,7232.0,13102197.46835443,40162162.44725738,10100689.451476792,1403652.7426160336,12612,65,395
10220,Ada,OK,2016,0,7274.0,12948008.75,40039423.75,10007458.75,1457490.0,12590,66,540
10220,Ada,OK,2017,0,7232.0,13399472.868217057,37739483.88412893,9254649.93880049,1613904.120767034,12940,65,469
10220,Ada,OK,2018,0,7240.0,14084375.547590602,37387596.575069696,9464260.45400239,1609962.9629629632,13269,61,376
10220,Ada,OK,2019,0,7189.0,14639000.0,42214000.0,9878000.0,1734000.0,14177,61,986
10300,Adrian,MI,1998,0,18132.0,36604317.79141104,122417551.53374232,28503490.79754601,8571440.490797546,30022,193,1353
10300,Adrian,MI,1999,0,18172.0,37101057.02280912,123733629.05162065,29423917.76710684,8796018.607442977,30588,172,1072
10300,Adrian,MI,2000,0,17990.0,37615519.16376307,127803968.0603949,30918614.401858307,9173720.092915216,30251,155,1045
10300,Adrian,MI,2001,0,18488.0,37954836.72316384,129258516.94915251,31108722.0338983,9148859.322033895,29535,165,1157
10300,Adrian,MI,2002,0,18439.0,38273983.32406893,133202785.99221788,32683832.6848249,9507377.987770982,28628,208,1402
10300,Adrian,MI,2003,0,17117.0,40802215.76086956,137620797.2826087,32361336.413043477,8995359.239130434,29469,179,1229
10300,Adrian,MI,2004,0,18383.0,40434169.931180514,139401846.47961882,33303266.80783483,8854069.34886183,29610,186,1131
10300,Adrian,MI,2005,0,18271.0,39097354.83870968,137769012.80081925,32951651.81771633,9636210.95750128,28517,168,973
10300,Adrian,MI,2006,0,17705.0,38035375.0,135207716.765873,33542868.05555556,9567187.996031746,27749,189,1048
10300,Adrian,MI,2007,0,18144.0,37737027.49638206,133818800.2894356,33529633.863965265,11271522.431259044,26466,165,979
10300,Adrian,MI,2008,0,17650.0,36490397.12029725,128063776.12633532,32394209.01068276,10916834.184858335,25612,162,1369
10300,Adrian,MI,2009,0,16931.0,35651443.150046594,131034930.56849954,32946694.780987885,9753775.39608574,25362,136,1231
10300,Adrian,MI,2010,0,16382.0,33292585.51123338,128464336.54287024,32577422.74186153,8841053.186611647,25245,143,801
10300,Adrian,MI,2011,0,15908.0,33426322.81013784,122242563.80613606,31133095.153401516,9061489.550911516,24372,122,471
10300,Adrian,MI,2012,0,15280.0,29883266.98606272,119625503.04878049,29892176.393728223,8232292.682926829,24214,146,770
10300,Adrian,MI,2013,0,15918.0,29520729.613733903,118086210.72961372,28940191.84549356,7568939.48497854,23542,127,639
10300,Adrian,MI,2014,0,15617.0,30299423.74313477,117710582.17152517,28874547.106041405,7624548.373468526,23460,133,748
10300,Adrian,MI,2015,0,15378.0,31756429.53586497,123343422.3628692,30393775.10548523,7896490.717299578,23311,117,502
10300,Adrian,MI,2016,0,15328.0,31454296.25,122179852.5,30804392.08333333,8148306.666666667,23657,132,747
10300,Adrian,MI,2017,0,15257.0,30496215.42227662,119588521.82782538,29860877.60097919,8475343.941248469,23165,110,607
10300,Adrian,MI,2018,0,15244.0,31331651.135005977,120147432.09876543,29998671.04739148,8522315.013938671,23567,112,494
10300,Adrian,MI,2019,0,15129.0,31998000.0,118462000.0,30439000.0,8141000.0,23962,121,747
10420,Akron,OH,1998,1,109905.0,191486357.0552147,686135653.98773,134855866.2576687,44984375.4601227,292974,1512,13269
10420,Akron,OH,1999,1,110792.0,200454372.74909964,716610761.1044418,141454590.6362545,45949259.30372149,295447,1438,14774
10420,Akron,OH,2000,1,111312.0,214364803.1358885,748318968.6411151,148283726.48083624,46949608.59465738,320988,1435,15051
10420,Akron,OH,2001,1,111008.0,215293621.46892652,781095602.259887,153906841.24293783,48554107.34463277,314653,1412,12955
10420,Akron,OH,2002,1,109927.0,226936237.3540856,813059196.7759866,162159851.58421344,52559923.84658143,291990,1569,14785
10420,Akron,OH,2003,1,108635.0,235652564.13043475,835070340.7608695,164561015.76086953,55584177.17391304,298517,1517,15731
10420,Akron,OH,2004,1,108825.0,238120455.79671785,852569315.5108522,169074687.66543144,57439776.601376384,297838,1472,11004
10420,Akron,OH,2005,1,107202.0,236985326.16487452,859561800.8192524,167414763.4408602,56039280.08192524,300754,1444,14389
10420,Akron,OH,2006,1,107019.0,225944434.52380952,852668178.5714287,167719413.6904762,55451132.440476194,305051,1567,13297
10420,Akron,OH,2007,1,106003.0,223533359.3825374,814464323.68548,164527469.85045826,59607826.82103232,299287,1502,13697
10420,Akron,OH,2008,1,105014.0,223668022.75894096,832155638.1792846,169665797.95633996,58586535.06734788,299955,1317,11165
10420,Akron,OH,2009,1,103659.0,230280131.40726933,824454963.6533085,174353799.16123018,56326682.66542404,285070,1184,10529
10420,Akron,OH,2010,1,100538.0,220477647.4094452,829344953.6909674,175680320.4951857,56919922.05410362,277456,1123,10677
10420,Akron,OH,2011,1,99149.0,215695285.9048466,816061604.2685637,174792381.50289017,55700305.469097376,286531,1246,9207
10420,Akron,OH,2012,1,97426.0,206908742.5958188,777573008.7108014,172733368.46689895,56099199.041811846,293051,1228,8653
10420,Akron,OH,2013,1,96225.0,197901923.17596564,743806059.2274678,171657006.86695278,56562376.39484978,294745,1157,8686
10420,Akron,OH,2014,1,95388.0,201598978.87621465,727447595.2682722,171499405.15420365,58072095.057034224,299685,1212,12520
10420,Akron,OH,2015,1,94637.0,209864965.8227848,739216832.0675105,175533194.93670884,53051816.03375527,301247,1221,11678
10420,Akron,OH,2016,1,93974.0,209979774.5833333,771963627.0833334,181553392.5,56059028.75,300798,1329,10247
10420,Akron,OH,2017,1,93171.0,208800801.7135863,783067948.5924113,181531351.2851897,54242618.52305181,306406,1133,12409
10420,Akron,OH,2018,1,93139.0,206655701.31421745,781096800.0796496,182656968.1401832,54324284.74711271,309495,1007,8434
10420,Akron,OH,2019,1,93058.0,209248000.0,797572000.0,183737000.0,63219000.0,323200,1034,8967
10460,Alamogordo,NM,1998,0,9903.0,13028150.306748465,42904263.80368098,11817104.90797546,1027506.134969325,10798,98,415
10460,Alamogordo,NM,1999,0,9831.0,15283677.07082833,43647038.41536614,12916993.99759904,1055951.9807923168,11340,100,620
10460,Alamogordo,NM,2000,0,9400.0,14667854.819976771,46291797.32868758,13228985.481997678,1250286.8757259003,12148,97,928
10460,Alamogordo,NM,2001,0,9058.0,15040071.751412429,44471575.141242936,13693674.011299437,1177375.7062146892,11888,101,691
10460,Alamogordo,NM,2002,0,8773.0,15735712.618121175,46008943.85769872,13684711.506392438,1203879.3774319063,11541,123,995
10460,Alamogordo,NM,2003,0,8406.0,14952891.304347824,44861453.26086956,13959274.456521738,1374387.4999999998,11336,111,821
10460,Alamogordo,NM,2004,0,8388.0,15718308.099523555,49652364.74325039,14551482.265749073,1457855.4790894652,11942,101,685
10460,Alamogordo,NM,2005,0,8269.0,16708875.576036869,47293371.22375832,14890302.611367129,1412699.948796723,11451,102,809
10460,Alamogordo,NM,2006,0,8004.0,16559619.047619049,48128929.56349207,14601281.746031746,1471289.6825396826,12825,129,968
10460,Alamogordo,NM,2007,0,8059.0,15662704.29329474,48985113.84466956,14764732.272069464,3098496.8644476603,12423,101,755
10460,Alamogordo,NM,2008,0,7869.0,15150789.131444491,50863278.68091035,14542714.816535063,3494052.0204365994,13362,86,1450
10460,Alamogordo,NM,2009,0,7661.0,15943717.148182664,51813208.294501394,14598492.078285182,3426808.946877912,13126,95,897
10460,Alamogordo,NM,2010,0,7684.0,14956281.063732233,48455208.61989913,14495528.65657955,3123268.225584594,12485,78,477
10460,Alamogordo,NM,2011,0,7811.0,14659830.14673188,46663828.81280569,13403500.666963097,2611573.5882614497,12800,84,630
10460,Alamogordo,NM,2012,0,7656.0,14109160.714285713,43381019.599303134,13567914.198606271,2749665.94076655,12591,81,531
10460,Alamogordo,NM,2013,0,7418.0,13849502.145922745,41837129.18454936,13971316.309012877,2757828.755364807,12035,80,717
10460,Alamogordo,NM,2014,0,7345.0,18635744.40219688,39523852.55597804,11978038.022813687,2689873.2572877062,11935,70,384
10460,Alamogordo,NM,2015,0,7238.0,14456220.675105484,39906462.44725738,14079683.544303795,2811621.097046413,12373,74,734
10460,Alamogordo,NM,2016,0,7103.0,15124655.0,38716176.25,13181335.0,2683784.583333333,12701,82,477
10460,Alamogordo,NM,2017,0,7217.0,15610114.647082822,39086316.60546716,13282629.130966952,6460832.721338229,12674,78,934
10460,Alamogordo,NM,2018,0,7235.0,13492731.97929112,37083119.07606532,13023286.738351256,4535594.583831144,11894,82,359
10460,Alamogordo,NM,2019,0,7635.0,14067000.0,39490000.0,14380000.0,3124000.0,12428,76,498
10480,Alamosa,CO,1998,0,5626.0,10198194.478527606,33545330.06134969,7121950.920245398,2850349.0797546008,6141,67,239
10480,Alamosa,CO,1999,0,5508.0,10425990.99639856,33547962.78511404,7577376.350540216,2782617.647058823,6023,62,276
10480,Alamosa,CO,2000,0,5343.0,10818990.708478514,34172033.101045296,7801671.312427411,2871799.070847852,6330,64,315
10480,Alamosa,CO,2001,0,5350.0,10151434.463276835,32806165.536723163,7523647.457627119,3332767.796610169,6541,72,393
10480,Alamosa,CO,2002,0,5283.0,10291960.533629794,34233098.94385769,7540236.242356864,3102796.553640912,6550,64,392
10480,Alamosa,CO,2003,0,5176.0,11648246.739130434,36480329.89130434,7544539.673913043,4055068.478260869,6486,59,338
10480,Alamosa,CO,2004,0,5155.0,11658782.953943884,37744514.55796717,7647988.353626257,3700814.1874007406,6285,61,310
10480,Alamosa,CO,2005,0,5022.0,11711400.409626216,37049660.01024065,7821565.796210958,3635836.661546339,6222,59,369
10480,Alamosa,CO,2006,0,5012.0,10683338.78968254,35836050.5952381,7896766.865079366,3633831.845238095,6257,56,382
10480,Alamosa,CO,2007,0,4848.0,11016192.474674383,34512715.87071876,8084215.147129764,4118583.2127351663,6322,59,313
10480,Alamosa,CO,2008,0,4707.0,10940587.087784486,33400144.4496052,8073611.704598234,3992862.98188574,6152,43,209
10480,Alamosa,CO,2009,0,4582.0,10826142.590866728,37044328.98415657,10342385.834109971,4985315.936626282,6023,46,187
10480,Alamosa,CO,2010,0,4512.0,10515237.505731316,33561064.64924347,8362714.809720311,3942774.415405777,6356,52,417
10480,Alamosa,CO,2011,0,4514.0,10531565.584704312,29923380.613606047,8076891.062694531,3870176.967541129,6370,44,174
10480,Alamosa,CO,2012,0,4494.0,9841554.44250871,28723930.313588846,7301259.581881532,3013607.1428571427,6438,43,205
10480,Alamosa,CO,2013,0,4449.0,9899869.957081543,29466955.793991413,7143138.626609442,3028892.703862661,6345,47,187
10480,Alamosa,CO,2014,0,4449.0,10111330.798479088,29576722.855935782,7480872.412336291,3112258.977608788,6236,39,174
10480,Alamosa,CO,2015,0,4521.0,9986325.738396624,30570715.189873416,7687183.544303797,3274470.464135021,6390,53,504
10480,Alamosa,CO,2016,0,4628.0,10593437.916666666,31037718.33333333,7838270.416666667,3611762.5,6779,42,332
10480,Alamosa,CO,2017,0,4686.0,10374054.671562629,30938552.42758058,7431053.039575683,3072364.3410852714,6745,49,444
10480,Alamosa,CO,2018,0,4722.0,9762628.03663879,31130023.894862607,7977514.137793709,3075324.571883712,6826,51,167
10480,Alamosa,CO,2019,0,4690.0,9908000.0,31820000.0,7831000.0,3968000.0,7035,41,207
10500,Albany,GA,1998,1,29387.0,40918274.84662576,168536105.52147236,39878219.0184049,8389469.938650306,50711,291,2290
10500,Albany,GA,1999,1,29120.0,43180454.9819928,176162872.74909964,43666990.99639855,7256600.240096038,49388,305,3815
10500,Albany,GA,2000,1,28794.0,44195116.72473868,184098060.39488968,44735620.78977933,7036947.1544715455,50657,288,2050
10500,Albany,GA,2001,1,28436.0,43064502.82485876,185857784.18079096,44301108.47457627,6500847.457627119,49773,328,3057
10500,Albany,GA,2002,1,28282.0,43636718.73262923,189813543.6353529,43592657.031684265,5897161.200667037,49197,354,2821
10500,Albany,GA,2003,1,28075.0,47758923.36956521,197475442.3913043,45085190.76086956,5924179.891304347,49634,364,3158
10500,Albany,GA,2004,1,28075.0,45077107.99364743,191607150.34409735,45033791.9534145,5797581.259925886,50396,270,1693
10500,Albany,GA,2005,1,28202.0,45206398.36149514,194680265.2329749,42536801.3312852,6818666.666666666,50213,327,2076
10500,Albany,GA,2006,1,28187.0,47308305.05952381,197722308.0357143,43012392.85714286,7304445.932539683,51299,336,2434
10500,Albany,GA,2007,1,28115.0,47265645.44138929,206833300.0482393,42054200.675349735,8602275.928605884,49992,289,2452
10500,Albany,GA,2008,1,27988.0,48126944.26381792,214348571.2958662,43147148.16535067,9197124.013005108,49691,302,1891
10500,Albany,GA,2009,1,27649.0,46777848.555452,201854060.111836,43771645.8527493,9036480.89468779,47565,235,1589
10500,Albany,GA,2010,1,27516.0,45721176.52453003,194282759.28473175,41735023.38376892,7584242.549289317,44421,234,1591
10500,Albany,GA,2011,1,27307.0,43503108.492663406,177957649.62205425,41687399.733214766,8035960.871498444,44815,232,2164
10500,Albany,GA,2012,1,27135.0,43418884.58188153,176724783.10104528,42804135.45296167,7003908.101045296,46429,210,2775
10500,Albany,GA,2013,1,27030.0,43462415.45064377,171759067.38197422,42779817.16738197,7554672.96137339,45765,225,2010
10500,Albany,GA,2014,1,26926.0,44927365.01901141,177454935.78369245,44308370.088719904,14101849.59864808,45299,227,1955
10500,Albany,GA,2015,1,26737.0,45653778.48101266,189434859.49367088,44044055.2742616,15426154.430379745,45185,197,2254
10500,Albany,GA,2016,1,26436.0,45418712.5,177363108.75,44465164.583333336,13996378.75,45911,247,1955
10500,Albany,GA,2017,1,26141.0,47816212.974296205,172929774.37780496,45711982.456140354,10361535.699714402,46625,213,1495
10500,Albany,GA,2018,1,25633.0,48689923.53643967,172649943.44882518,45515821.9832736,9801324.173636002,45936,187,1438
10500,Albany,GA,2019,1,25158.0,53380000.0,174378000.0,46872000.0,10451000.0,46518,222,1633
10540,Albany,OR,1998,1,18129.0,33062166.87116564,104041663.19018404,19794003.68098159,7308627.607361962,36031,239,1410
10540,Albany,OR,1999,1,17872.0,34514895.558223285,107622687.27490996,21711477.791116446,6351060.024009603,34338,231,1219
10540,Albany,OR,2000,1,17966.0,33551344.3670151,115780722.4157956,26609430.894308947,11341675.958188154,34962,230,1860
10540,Albany,OR,2001,1,17487.0,35591417.51412429,117454422.59887004,27014632.76836158,14186293.785310734,34159,262,1624
10540,Albany,OR,2002,1,17938.0,33882026.68148971,117007978.87715396,27180384.10227904,14965343.524180098,32780,246,2050
10540,Albany,OR,2003,1,17941.0,32161223.36956521,112826235.32608694,28720390.760869563,17440407.60869565,32310,244,1459
10540,Albany,OR,2004,1,18037.0,31810217.04605611,105739868.71360508,26212972.472207516,14776184.224457383,32793,238,2078
10540,Albany,OR,2005,1,18121.0,31855794.67485919,108937626.7281106,28696531.49001536,15379968.766001023,33879,276,1475
10540,Albany,OR,2006,1,17499.0,33272708.82936508,118360181.54761904,29673122.519841272,15839194.444444446,35083,282,1705
10540,Albany,OR,2007,1,19878.0,35020908.82778582,128926826.33863965,31441355.523396045,15292660.877954654,34811,251,1376
10540,Albany,OR,2008,1,20432.0,35997524.38457965,137123133.30236876,31748130.051091496,15951261.960055731,35006,209,975
10540,Albany,OR,2009,1,21270.0,37094372.78657968,127344795.89934762,32927630.47530289,15862693.849021437,32327,185,1034
10540,Albany,OR,2010,1,21194.0,34891736.35946813,122275247.59284732,32199910.5914718,12933894.543787254,31615,208,985
10540,Albany,OR,2011,1,21344.0,34408647.39884393,119618483.77056468,32266634.05958204,12764534.904401956,32038,175,726
10540,Albany,OR,2012,1,21343.0,33982708.188153304,113590493.03135888,30624975.174216025,13622484.32055749,32777,188,1146
10540,Albany,OR,2013,1,21802.0,34710451.93133047,115016713.304721,30651077.25321888,13783656.652360514,33292,198,1420
10540,Albany,OR,2014,1,22192.0,35679170.25771018,122704672.15885088,29214832.277144067,12996732.995352767,34018,197,850
10540,Albany,OR,2015,1,22297.0,36547837.552742615,128134830.37974682,30335514.34599156,13145353.58649789,35902,237,1291
10540,Albany,OR,2016,1,22608.0,36719585.41666666,131903910.41666669,30686130.83333333,12809504.583333334,36984,213,1327
10540,Albany,OR,2017,1,22514.0,38152609.95512036,134357778.86576906,32561845.777233783,13681149.73480212,36866,200,767
10540,Albany,OR,2018,1,22557.0,40341741.13898845,138885527.27996814,35029168.85702907,14761557.945041817,37245,228,842
10540,Albany,OR,2019,1,22490.0,40962000.0,145425000.0,37578000.0,13921000.0,38148,246,1151
10580,Albany-Schenectady-Troy,NY,1998,1,127732.0,250854249.69325152,1153421913.4969325,222891964.4171779,43605477.91411042,308840,1654,15115
10580,Albany-Schenectady-Troy,NY,1999,1,128390.0,252894360.1440576,1185720498.1992795,229470030.0120048,41967951.98079232,312867,1568,14181
10580,Albany-Schenectady-Troy,NY,2000,1,128219.0,265270188.73403025,1229535380.371661,234066473.28687572,43727372.82229965,319146,1648,12693
10580,Albany-Schenectady-Troy,NY,2001,1,127903.0,275316668.3615819,1277715564.4067795,238833912.4293785,45864201.1299435,319021,1699,15694
10580,Albany-Schenectady-Troy,NY,2002,1,127637.0,277470744.30239016,1337130489.1606443,245753426.34797105,48348478.04335742,320532,1973,21685
10580,Albany-Schenectady-Troy,NY,2003,1,128066.0,306596807.0652174,1366861026.0869565,252852558.15217388,51269239.67391304,327454,1640,16144
10580,Albany-Schenectady-Troy,NY,2004,1,128763.0,326222574.3779777,1402654600.317628,264087068.2901005,49426309.1582848,335044,1852,12162
10580,Albany-Schenectady-Troy,NY,2005,1,125632.0,310185179.21146953,1448090766.5130568,275557664.6185356,51632284.69022017,338092,1839,14623
