CBSA_Code,CBSA_Name,main_state,year,Metro_Micro,total_students,operations_adj,instruction_adj,student_adj,other_adj,per_cap_income_adj
10100,Aberdeen,SD,1998,0,5576.0,7928268.711656441,26294744.78527607,5314795.09202454,1672246.625766871,40853.95766871165
10100,Aberdeen,SD,1999,0,5421.0,8008659.063625449,26487818.727490995,5482355.342136854,1364449.5798319327,40709.404561824726
10100,Aberdeen,SD,2000,0,5261.0,7672484.901277585,26530731.126596984,5623321.138211383,1256226.480836237,42036.07026713125
10100,Aberdeen,SD,2001,0,5138.0,8118836.15819209,27020411.299435027,5769863.276836158,1658438.418079096,43000.938983050844
10100,Aberdeen,SD,2002,0,5130.0,7828769.316286825,26546464.14674819,6064879.933296275,1725513.0628126734,42344.71595330739
10100,Aberdeen,SD,2003,0,5057.0,7693234.782608694,26920763.043478258,5758808.695652173,1637035.8695652173,43719.141304347824
10100,Aberdeen,SD,2004,0,5080.0,7681829.010058231,27585549.497088403,6089964.531498146,1721812.5992588669,46897.73530968766
10100,Aberdeen,SD,2005,0,5524.0,8875526.36968766,30626392.217101894,7327971.838197645,1789769.073220686,47788.27444956477
10100,Aberdeen,SD,2006,0,5547.0,9209512.400793651,30558433.035714287,7138291.666666667,1733838.7896825396,47939.94494047619
10100,Aberdeen,SD,2007,0,5509.0,9343596.237337193,30727171.731789675,6906243.608297153,1675063.1934394597,50767.48962855765
10100,Aberdeen,SD,2008,0,5474.0,9350330.236878773,31028417.092429165,7121120.297259636,1286219.6934509985,52071.11379470505
10100,Aberdeen,SD,2009,0,5678.0,9675135.135135135,32650006.523765143,7520868.592730662,1806342.9636533083,48276.77958993476
10100,Aberdeen,SD,2010,0,5656.0,9351046.309032554,33913956.441999085,7851549.289316827,1766803.759743237,48160.93672627235
10100,Aberdeen,SD,2011,0,5715.0,9262729.657625612,33925443.752779014,7664178.301467319,1637207.647843486,53831.16007114273
10100,Aberdeen,SD,2012,0,5763.0,8658830.57491289,31383388.501742158,7804641.114982578,1536872.8222996516,53411.89895470383
10100,Aberdeen,SD,2013,0,5941.0,8905603.004291845,31774840.343347635,8019981.115879827,1611019.7424892702,55720.65150214592
10100,Aberdeen,SD,2014,0,6014.0,9284923.954372624,32709506.97084918,8068539.5014786655,1761920.9970426701,54605.507393324886
10100,Aberdeen,SD,2015,0,6102.0,9520239.662447257,33589485.65400843,8944105.485232066,1887001.2658227847,55626.07848101265
10100,Aberdeen,SD,2016,0,6205.0,9939272.083333334,35222675.0,8833369.583333334,2220328.3333333335,53124.871250000004
10100,Aberdeen,SD,2017,0,6348.0,10814305.181558548,38914180.74255406,9068951.856385149,2071889.840881273,51652.234598123214
10100,Aberdeen,SD,2018,0,6311.0,10952025.089605736,39283707.2879331,8687282.755874155,2032565.5117483076,54317.15651135006
10100,Aberdeen,SD,2019,0,6273.0,10889000.0,39186000.0,8768000.0,2033000.0,54190.0
10140,Aberdeen,WA,1998,0,13583.0,25168409.81595092,83409967.48466256,14418028.834355827,2946040.4907975458,32862.94049079754
10140,Aberdeen,WA,1999,0,13327.0,25325964.58583433,82530014.4057623,14682030.0120048,3058884.1536614643,32622.469987995195
