CBSA_Code,CSA_Code,CBSA_name,Metro_Micro,CSA_name,FIPS
17900,192,"Columbia, SC",1,"Columbia-Sumter-Orangeburg, SC",45081
17980,194,"Columbus, GA-AL",1,"Columbus-Auburn-Opelika, GA-AL",01113
17980,194,"Columbus, GA-AL",1,"Columbus-Auburn-Opelika, GA-AL",13053
17980,194,"Columbus, GA-AL",1,"Columbus-Auburn-Opelika, GA-AL",13145
17980,194,"Columbus, GA-AL",1,"Columbus-Auburn-Opelika, GA-AL",13197
17980,194,"Columbus, GA-AL",1,"Columbus-Auburn-Opelika, GA-AL",13215
17980,194,"Columbus, GA-AL",1,"Columbus-Auburn-Opelika, GA-AL",13259
17980,194,"Columbus, GA-AL",1,"Columbus-Auburn-Opelika, GA-AL",13263
18020,294,"Columbus, IN",1,"Indianapolis-Carmel-Muncie, IN",18005
18060,523,"Columbus, MS",0,"Starkville-Columbus, MS",28087
18060,523,"Columbus, MS",0,"Starkville-Columbus, MS",28103
18100,N/A,"Columbus, NE",0,N/A,31037
18100,N/A,"Columbus, NE",0,N/A,31141
18140,198,"Columbus, OH",1,"Columbus-Marion-Zanesville, OH",39041
18140,198,"Columbus, OH",1,"Columbus-Marion-Zanesville, OH",39045
18140,198,"Columbus, OH",1,"Columbus-Marion-Zanesville, OH",39049
18140,198,"Columbus, OH",1,"Columbus-Marion-Zanesville, OH",39073
18140,198,"Columbus, OH",1,"Columbus-Marion-Zanesville, OH",39089
18140,198,"Columbus, OH",1,"Columbus-Marion-Zanesville, OH",39097
18140,198,"Columbus, OH",1,"Columbus-Marion-Zanesville, OH",39117
18140,198,"Columbus, OH",1,"Columbus-Marion-Zanesville, OH",39127
18140,198,"Columbus, OH",1,"Columbus-Marion-Zanesville, OH",39129
18140,198,"Columbus, OH",1,"Columbus-Marion-Zanesville, OH",39159
18180,148,"Concord, NH",0,"Boston-Worcester-Providence, MA-RI-NH",33013
18220,458,"Connersville, IN",0,"Richmond-Connersville, IN",18041
18260,N/A,"Cookeville, TN",0,N/A,47087
18260,N/A,"Cookeville, TN",0,N/A,47133
18260,N/A,"Cookeville, TN",0,N/A,47141
18260,N/A,"Cookeville, TN",0,N/A,47185
18300,N/A,"Coos Bay-North Bend, OR",0,N/A,41011
18340,371,"Corbin, KY",0,"Middlesborough-Corbin, KY",21051
18340,371,"Corbin, KY",0,"Middlesborough-Corbin, KY",21121
18340,371,"Corbin, KY",0,"Middlesborough-Corbin, KY",21125
18340,371,"Corbin, KY",0,"Middlesborough-Corbin, KY",21235
18380,N/A,"Cordele, GA",0,N/A,13081
18420,539,"Corinth, MS",0,"Tupelo-Corinth, MS",28003
18460,122,"Cornelia, GA",0,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",13137
18500,236,"Corning, NY",0,"Elmira-Corning, NY",36101
18580,204,"Corpus Christi, TX",1,"Corpus Christi-Kingsville-Alice, TX",48007
18580,204,"Corpus Christi, TX",1,"Corpus Christi-Kingsville-Alice, TX",48355
18580,204,"Corpus Christi, TX",1,"Corpus Christi-Kingsville-Alice, TX",48409
18620,206,"Corsicana, TX",0,"Dallas-Fort Worth, TX-OK",48349
18660,296,"Cortland, NY",0,"Ithaca-Cortland, NY",36023
18700,440,"Corvallis, OR",1,"Portland-Vancouver-Salem, OR-WA",41003
18740,184,"Coshocton, OH",0,"Cleveland-Akron-Canton, OH",39031
18820,294,"Crawfordsville, IN",0,"Indianapolis-Carmel-Muncie, IN",18107
18860,152,"Crescent City, CA",0,"Brookings-Crescent City, OR-CA",06015
18880,N/A,"Crestview-Fort Walton Beach-Destin, FL",1,N/A,12091
18880,N/A,"Crestview-Fort Walton Beach-Destin, FL",1,N/A,12131
18900,N/A,"Crossville, TN",0,N/A,47035
18980,142,"Cullman, AL",0,"Birmingham-Cullman-Talladega, AL",01043
19060,N/A,"Cumberland, MD-WV",0,N/A,24001
19060,N/A,"Cumberland, MD-WV",0,N/A,54057
19100,206,"Dallas-Fort Worth-Arlington, TX",1,"Dallas-Fort Worth, TX-OK",48085
19100,206,"Dallas-Fort Worth-Arlington, TX",1,"Dallas-Fort Worth, TX-OK",48113
19100,206,"Dallas-Fort Worth-Arlington, TX",1,"Dallas-Fort Worth, TX-OK",48121
19100,206,"Dallas-Fort Worth-Arlington, TX",1,"Dallas-Fort Worth, TX-OK",48139
19100,206,"Dallas-Fort Worth-Arlington, TX",1,"Dallas-Fort Worth, TX-OK",48231
19100,206,"Dallas-Fort Worth-Arlington, TX",1,"Dallas-Fort Worth, TX-OK",48257
19100,206,"Dallas-Fort Worth-Arlington, TX",1,"Dallas-Fort Worth, TX-OK",48397
19100,206,"Dallas-Fort Worth-Arlington, TX",1,"Dallas-Fort Worth, TX-OK",48251
19100,206,"Dallas-Fort Worth-Arlington, TX",1,"Dallas-Fort Worth, TX-OK",48367
19100,206,"Dallas-Fort Worth-Arlington, TX",1,"Dallas-Fort Worth, TX-OK",48439
19100,206,"Dallas-Fort Worth-Arlington, TX",1,"Dallas-Fort Worth, TX-OK",48497
19140,174,"Dalton, GA",1,"Chattanooga-Cleveland-Dalton, TN-GA-AL",13213
19140,174,"Dalton, GA",1,"Chattanooga-Cleveland-Dalton, TN-GA-AL",13313
19180,169,"Danville, IL",0,"Champaign-Urbana-Danville, IL",17183
19220,N/A,"Danville, KY",0,N/A,21021
19220,N/A,"Danville, KY",0,N/A,21137
19260,N/A,"Danville, VA",0,N/A,51143
19260,N/A,"Danville, VA",0,N/A,51590
19300,380,"Daphne-Fairhope-Foley, AL",1,"Mobile-Daphne-Fairhope, AL",01003
19340,209,"Davenport-Moline-Rock Island, IA-IL",1,"Davenport-Moline, IA-IL",17073
19340,209,"Davenport-Moline-Rock Island, IA-IL",1,"Davenport-Moline, IA-IL",17131
19340,209,"Davenport-Moline-Rock Island, IA-IL",1,"Davenport-Moline, IA-IL",17161
19340,209,"Davenport-Moline-Rock Island, IA-IL",1,"Davenport-Moline, IA-IL",19163
19430,212,"Dayton-Kettering-Beavercreek, OH",1,"Dayton-Springfield-Kettering, OH",39057
19430,212,"Dayton-Kettering-Beavercreek, OH",1,"Dayton-Springfield-Kettering, OH",39109
19430,212,"Dayton-Kettering-Beavercreek, OH",1,"Dayton-Springfield-Kettering, OH",39113
19460,290,"Decatur, AL",1,"Huntsville-Decatur-Albertville, AL-TN",01079
19460,290,"Decatur, AL",1,"Huntsville-Decatur-Albertville, AL-TN",01103
19500,N/A,"Decatur, IL",1,N/A,17115
19540,258,"Decatur, IN",0,"Fort Wayne-Huntington-Auburn, IN",18001
19580,N/A,"Defiance, OH",0,N/A,39039
19620,N/A,"Del Rio, TX",0,N/A,48465
19660,422,"Deltona-Daytona Beach-Ormond Beach, FL",1,"Orlando-Lakeland-Deltona, FL",12035
19660,422,"Deltona-Daytona Beach-Ormond Beach, FL",1,"Orlando-Lakeland-Deltona, FL",12127
19700,N/A,"Deming, NM",0,N/A,35029
19740,216,"Denver-Aurora-Centennial, CO",1,"Denver-Aurora-Greeley, CO",08001
19740,216,"Denver-Aurora-Centennial, CO",1,"Denver-Aurora-Greeley, CO",08005
19740,216,"Denver-Aurora-Centennial, CO",1,"Denver-Aurora-Greeley, CO",08014
19740,216,"Denver-Aurora-Centennial, CO",1,"Denver-Aurora-Greeley, CO",08019
19740,216,"Denver-Aurora-Centennial, CO",1,"Denver-Aurora-Greeley, CO",08031
19740,216,"Denver-Aurora-Centennial, CO",1,"Denver-Aurora-Greeley, CO",08035
19740,216,"Denver-Aurora-Centennial, CO",1,"Denver-Aurora-Greeley, CO",08039
19740,216,"Denver-Aurora-Centennial, CO",1,"Denver-Aurora-Greeley, CO",08047
19740,216,"Denver-Aurora-Centennial, CO",1,"Denver-Aurora-Greeley, CO",08059
19740,216,"Denver-Aurora-Centennial, CO",1,"Denver-Aurora-Greeley, CO",08093
19760,324,"DeRidder, LA",0,"Lake Charles-DeRidder, LA",22011
19780,218,"Des Moines-West Des Moines, IA",1,"Des Moines-West Des Moines-Ames, IA",19049
19780,218,"Des Moines-West Des Moines, IA",1,"Des Moines-West Des Moines-Ames, IA",19077
19780,218,"Des Moines-West Des Moines, IA",1,"Des Moines-West Des Moines-Ames, IA",19099
19780,218,"Des Moines-West Des Moines, IA",1,"Des Moines-West Des Moines-Ames, IA",19121
19780,218,"Des Moines-West Des Moines, IA",1,"Des Moines-West Des Moines-Ames, IA",19153
19780,218,"Des Moines-West Des Moines, IA",1,"Des Moines-West Des Moines-Ames, IA",19181
19810,N/A,"Detroit Lakes, MN",0,N/A,27005
19820,220,"Detroit-Warren-Dearborn, MI",1,"Detroit-Warren-Ann Arbor, MI",26163
19820,220,"Detroit-Warren-Dearborn, MI",1,"Detroit-Warren-Ann Arbor, MI",26087
19820,220,"Detroit-Warren-Dearborn, MI",1,"Detroit-Warren-Ann Arbor, MI",26093
19820,220,"Detroit-Warren-Dearborn, MI",1,"Detroit-Warren-Ann Arbor, MI",26099
19820,220,"Detroit-Warren-Dearborn, MI",1,"Detroit-Warren-Ann Arbor, MI",26125
19820,220,"Detroit-Warren-Dearborn, MI",1,"Detroit-Warren-Ann Arbor, MI",26147
19860,N/A,"Dickinson, ND",0,N/A,38007
19860,N/A,"Dickinson, ND",0,N/A,38025
19860,N/A,"Dickinson, ND",0,N/A,38089
19940,221,"Dixon, IL",0,"Dixon-Sterling, IL",17103
19980,N/A,"Dodge City, KS",0,N/A,20057
20020,222,"Dothan, AL",1,"Dothan-Enterprise-Ozark, AL",01061
20020,222,"Dothan, AL",1,"Dothan-Enterprise-Ozark, AL",01067
20020,222,"Dothan, AL",1,"Dothan-Enterprise-Ozark, AL",01069
20060,N/A,"Douglas, GA",0,N/A,13003
20060,N/A,"Douglas, GA",0,N/A,13069
20100,428,"Dover, DE",1,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",10001
20140,N/A,"Dublin, GA",0,N/A,13167
20140,N/A,"Dublin, GA",0,N/A,13175
20180,524,"DuBois, PA",0,"State College-DuBois, PA",42033
20220,N/A,"Dubuque, IA",1,N/A,19061
20260,228,"Duluth, MN-WI",1,"Duluth-Grand Rapids, MN-WI",27017
20260,228,"Duluth, MN-WI",1,"Duluth-Grand Rapids, MN-WI",27137
20260,228,"Duluth, MN-WI",1,"Duluth-Grand Rapids, MN-WI",55031
20300,N/A,"Dumas, TX",0,N/A,48341
20340,334,"Duncan, OK",0,"Lawton-Duncan, OK",40137
20420,N/A,"Durango, CO",0,N/A,08067
20460,206,"Durant, OK",0,"Dallas-Fort Worth, TX-OK",40013
20500,450,"Durham-Chapel Hill, NC",1,"Raleigh-Durham-Cary, NC",37037
20500,450,"Durham-Chapel Hill, NC",1,"Raleigh-Durham-Cary, NC",37063
20500,450,"Durham-Chapel Hill, NC",1,"Raleigh-Durham-Cary, NC",37135
20500,450,"Durham-Chapel Hill, NC",1,"Raleigh-Durham-Cary, NC",37145
20540,N/A,"Dyersburg, TN",0,N/A,47045
20580,N/A,"Eagle Pass, TX",1,N/A,48323
20660,548,"Easton, MD",0,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",24041
20700,106,"East Stroudsburg, PA",0,"Allentown-Bethlehem-East Stroudsburg, PA-NJ",42089
20740,232,"Eau Claire, WI",1,"Eau Claire-Menomonie, WI",55017
20740,232,"Eau Claire, WI",1,"Eau Claire-Menomonie, WI",55035
20780,233,"Edwards, CO",0,"Edwards-Rifle, CO",08037
20820,N/A,"Effingham, IL",0,N/A,17035
20820,N/A,"Effingham, IL",0,N/A,17049
20900,288,"El Campo, TX",0,"Houston-Pasadena, TX",48481
20940,N/A,"El Centro, CA",1,N/A,06025
20980,N/A,"El Dorado, AR",0,N/A,05139
21020,545,"Elizabeth City, NC",0,"Virginia Beach-Chesapeake, VA-NC",37139
21060,350,"Elizabethtown, KY",1,"Louisville/Jefferson County--Elizabethtown, KY-IN",21093
21060,350,"Elizabethtown, KY",1,"Louisville/Jefferson County--Elizabethtown, KY-IN",21123
21120,555,"Elk City, OK",0,"Weatherford-Elk City, OK",40009
21140,515,"Elkhart-Goshen, IN",1,"South Bend-Elkhart-Mishawaka, IN-MI",18039
21180,N/A,"Elkins, WV",0,N/A,54083
21220,N/A,"Elko, NV",0,N/A,32007
21220,N/A,"Elko, NV",0,N/A,32011
21260,N/A,"Ellensburg, WA",0,N/A,53037
21300,236,"Elmira, NY",1,"Elmira-Corning, NY",36015
21340,238,"El Paso, TX",1,"El Paso-Las Cruces, TX-NM",48141
21340,238,"El Paso, TX",1,"El Paso-Las Cruces, TX-NM",48229
21380,N/A,"Emporia, KS",0,N/A,20017
21380,N/A,"Emporia, KS",0,N/A,20111
21420,N/A,"Enid, OK",1,N/A,40047
21460,222,"Enterprise, AL",0,"Dothan-Enterprise-Ozark, AL",01031
21500,240,"Erie, PA",1,"Erie-Meadville, PA",42049
21540,N/A,"Escanaba, MI",0,N/A,26041
21580,105,"Española, NM",0,"Albuquerque-Santa Fe-Los Alamos, NM",35039
21640,N/A,"Eufaula, AL-GA",0,N/A,01005
21640,N/A,"Eufaula, AL-GA",0,N/A,13239
21660,N/A,"Eugene-Springfield, OR",1,N/A,41039
21700,N/A,"Eureka-Arcata, CA",0,N/A,06023
21740,N/A,"Evanston, WY-UT",0,N/A,49033
21740,N/A,"Evanston, WY-UT",0,N/A,56041
21780,241,"Evansville, IN",1,"Evansville-Henderson, IN-KY",18129
21780,241,"Evansville, IN",1,"Evansville-Henderson, IN-KY",18163
21780,241,"Evansville, IN",1,"Evansville-Henderson, IN-KY",18173
21820,N/A,"Fairbanks-College, AK",1,N/A,02090
21860,N/A,"Fairmont, MN",0,N/A,27091
21900,242,"Fairmont, WV",0,"Fairmont-Clarksburg, WV",54049
21980,456,"Fallon, NV",0,"Reno-Carson City-Gardnerville Ranchos, NV-CA",32001
22020,244,"Fargo, ND-MN",1,"Fargo-Wahpeton, ND-MN",27027
22020,244,"Fargo, ND-MN",1,"Fargo-Wahpeton, ND-MN",38017
22060,378,"Faribault-Northfield, MN",0,"Minneapolis-St. Paul, MN-WI",27131
22100,476,"Farmington, MO",0,"St. Louis-St. Charles-Farmington, MO-IL",29187
22140,N/A,"Farmington, NM",1,N/A,35045
22180,246,"Fayetteville, NC",1,"Fayetteville-Lumberton-Pinehurst, NC",37051
22180,246,"Fayetteville, NC",1,"Fayetteville-Lumberton-Pinehurst, NC",37093
22190,290,"Fayetteville, TN",0,"Huntsville-Decatur-Albertville, AL-TN",47103
22220,N/A,"Fayetteville-Springdale-Rogers, AR",1,N/A,05007
22220,N/A,"Fayetteville-Springdale-Rogers, AR",1,N/A,05087
22220,N/A,"Fayetteville-Springdale-Rogers, AR",1,N/A,05143
22260,N/A,"Fergus Falls, MN",0,N/A,27111
22300,248,"Findlay, OH",0,"Findlay-Tiffin, OH",39063
22340,N/A,"Fitzgerald, GA",0,N/A,13017
22380,N/A,"Flagstaff, AZ",1,N/A,04005
22420,220,"Flint, MI",1,"Detroit-Warren-Ann Arbor, MI",26049
22500,N/A,"Florence, SC",1,N/A,45031
22500,N/A,"Florence, SC",1,N/A,45041
22520,250,"Florence-Muscle Shoals, AL",1,"Florence-Muscle Shoals-Russellville, AL",01033
22520,250,"Florence-Muscle Shoals, AL",1,"Florence-Muscle Shoals-Russellville, AL",01077
22540,N/A,"Fond du Lac, WI",1,N/A,55039
22580,N/A,"Forest City, NC",0,N/A,37161
22620,368,"Forrest City, AR",0,"Memphis-Clarksdale-Forrest City, TN-MS-AR",05123
22660,N/A,"Fort Collins-Loveland, CO",1,N/A,08069
22700,N/A,"Fort Dodge, IA",0,N/A,19187
22780,N/A,"Fort Leonard Wood, MO",0,N/A,29169
22800,161,"Fort Madison, IA",0,"Burlington-Fort Madison, IA-IL",19111
22820,N/A,"Fort Morgan, CO",0,N/A,08087
22840,290,"Fort Payne, AL",0,"Huntsville-Decatur-Albertville, AL-TN",01049
22900,N/A,"Fort Smith, AR-OK",1,N/A,05033
22900,N/A,"Fort Smith, AR-OK",1,N/A,05131
22900,N/A,"Fort Smith, AR-OK",1,N/A,40135
23060,258,"Fort Wayne, IN",1,"Fort Wayne-Huntington-Auburn, IN",18003
23060,258,"Fort Wayne, IN",1,"Fort Wayne-Huntington-Auburn, IN",18179
23060,258,"Fort Wayne, IN",1,"Fort Wayne-Huntington-Auburn, IN",18183
23140,320,"Frankfort, IN",0,"Lafayette-West Lafayette-Frankfort, IN",18023
23180,336,"Frankfort, KY",0,"Lexington-Fayette--Richmond--Frankfort, KY",21005
23180,336,"Frankfort, KY",0,"Lexington-Fayette--Richmond--Frankfort, KY",21073
23190,150,"Franklin, KY",0,"Bowling Green-Glasgow-Franklin, KY",21213
23240,484,"Fredericksburg, TX",0,"San Antonio-New Braunfels-Kerrville, TX",48171
23300,466,"Freeport, IL",0,"Rockford-Freeport-Rochelle, IL",17177
23340,420,"Fremont, NE",0,"Omaha-Fremont, NE-IA",31053
23380,184,"Fremont, OH",0,"Cleveland-Akron-Canton, OH",39143
23420,260,"Fresno, CA",1,"Fresno-Hanford-Corcoran, CA",06019
23420,260,"Fresno, CA",1,"Fresno-Hanford-Corcoran, CA",06039
23460,N/A,"Gadsden, AL",1,N/A,01055
23500,273,"Gaffney, SC",0,"Greenville-Spartanburg-Anderson, SC",45021
23540,264,"Gainesville, FL",1,"Gainesville-Lake City, FL",12001
23540,264,"Gainesville, FL",1,"Gainesville-Lake City, FL",12041
23540,264,"Gainesville, FL",1,"Gainesville-Lake City, FL",12075
23580,122,"Gainesville, GA",1,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",13139
23620,206,"Gainesville, TX",0,"Dallas-Fort Worth, TX-OK",48097
23660,N/A,"Galesburg, IL",0,N/A,17095
23680,N/A,"Gallipolis, OH",0,N/A,39053
23700,N/A,"Gallup, NM",0,N/A,35031
23780,N/A,"Garden City, KS",0,N/A,20055
23820,456,"Gardnerville Ranchos, NV-CA",0,"Reno-Carson City-Gardnerville Ranchos, NV-CA",06003
23820,456,"Gardnerville Ranchos, NV-CA",0,"Reno-Carson City-Gardnerville Ranchos, NV-CA",32005
23900,276,"Gettysburg, PA",1,"Harrisburg-York-Lebanon, PA",42001
23940,N/A,"Gillette, WY",0,N/A,56005
23980,150,"Glasgow, KY",0,"Bowling Green-Glasgow-Franklin, KY",21009
23980,150,"Glasgow, KY",0,"Bowling Green-Glasgow-Franklin, KY",21169
24020,104,"Glens Falls, NY",1,"Albany-Schenectady, NY",36113
24020,104,"Glens Falls, NY",1,"Albany-Schenectady, NY",36115
24100,104,"Gloversville, NY",0,"Albany-Schenectady, NY",36035
24140,N/A,"Goldsboro, NC",1,N/A,37191
24180,206,"Granbury, TX",0,"Dallas-Fort Worth, TX-OK",48221
24220,N/A,"Grand Forks, ND-MN",1,N/A,27119
24220,N/A,"Grand Forks, ND-MN",1,N/A,38035
24260,N/A,"Grand Island, NE",1,N/A,31079
24260,N/A,"Grand Island, NE",1,N/A,31093
24260,N/A,"Grand Island, NE",1,N/A,31121
24300,N/A,"Grand Junction, CO",1,N/A,08077
24330,228,"Grand Rapids, MN",0,"Duluth-Grand Rapids, MN-WI",27061
24340,266,"Grand Rapids-Wyoming-Kentwood, MI",1,"Grand Rapids-Wyoming, MI",26015
24340,266,"Grand Rapids-Wyoming-Kentwood, MI",1,"Grand Rapids-Wyoming, MI",26067
24340,266,"Grand Rapids-Wyoming-Kentwood, MI",1,"Grand Rapids-Wyoming, MI",26081
24340,266,"Grand Rapids-Wyoming-Kentwood, MI",1,"Grand Rapids-Wyoming, MI",26117
24340,266,"Grand Rapids-Wyoming-Kentwood, MI",1,"Grand Rapids-Wyoming, MI",26139
24420,366,"Grants Pass, OR",1,"Medford-Grants Pass, OR",41033
24460,N/A,"Great Bend, KS",0,N/A,20009
24500,N/A,"Great Falls, MT",1,N/A,30013
24540,216,"Greeley, CO",1,"Denver-Aurora-Greeley, CO",08123
24580,267,"Green Bay, WI",1,"Green Bay-Shawano, WI",55009
24580,267,"Green Bay, WI",1,"Green Bay-Shawano, WI",55061
24580,267,"Green Bay, WI",1,"Green Bay-Shawano, WI",55083
24600,294,"Greencastle, IN",0,"Indianapolis-Carmel-Muncie, IN",18133
24620,304,"Greeneville, TN",0,"Johnson City-Kingsport-Bristol, TN-VA",47059
24640,521,"Greenfield, MA",0,"Springfield-Amherst Town-Northampton, MA",25011
24660,268,"Greensboro-High Point, NC",1,"Greensboro--Winston-Salem--High Point, NC",37081
24660,268,"Greensboro-High Point, NC",1,"Greensboro--Winston-Salem--High Point, NC",37151
24660,268,"Greensboro-High Point, NC",1,"Greensboro--Winston-Salem--High Point, NC",37157
24700,294,"Greensburg, IN",0,"Indianapolis-Carmel-Muncie, IN",18031
24740,N/A,"Greenville, MS",0,N/A,28151
24780,274,"Greenville, NC",1,"Greenville-Washington, NC",37147
24820,212,"Greenville, OH",0,"Dayton-Springfield-Kettering, OH",39037
24860,273,"Greenville-Anderson-Greer, SC",1,"Greenville-Spartanburg-Anderson, SC",45007
24860,273,"Greenville-Anderson-Greer, SC",1,"Greenville-Spartanburg-Anderson, SC",45045
24860,273,"Greenville-Anderson-Greer, SC",1,"Greenville-Spartanburg-Anderson, SC",45059
24860,273,"Greenville-Anderson-Greer, SC",1,"Greenville-Spartanburg-Anderson, SC",45077
24900,N/A,"Greenwood, MS",0,N/A,28015
24900,N/A,"Greenwood, MS",0,N/A,28083
24940,273,"Greenwood, SC",0,"Greenville-Spartanburg-Anderson, SC",45001
24940,273,"Greenwood, SC",0,"Greenville-Spartanburg-Anderson, SC",45047
24980,N/A,"Grenada, MS",0,N/A,28043
24980,N/A,"Grenada, MS",0,N/A,28097
25020,490,"Guayama, PR",1,"San Juan-Bayamón, PR",72015
25020,490,"Guayama, PR",1,"San Juan-Bayamón, PR",72057
25020,490,"Guayama, PR",1,"San Juan-Bayamón, PR",72109
25060,N/A,"Gulfport-Biloxi, MS",1,N/A,28045
25060,N/A,"Gulfport-Biloxi, MS",1,N/A,28047
25060,N/A,"Gulfport-Biloxi, MS",1,N/A,28059
25060,N/A,"Gulfport-Biloxi, MS",1,N/A,28131
25100,N/A,"Guymon, OK",0,N/A,40139
25180,548,"Hagerstown-Martinsburg, MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",24043
25180,548,"Hagerstown-Martinsburg, MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",54003
25180,548,"Hagerstown-Martinsburg, MD-WV",1,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",54065
25200,N/A,"Hailey, ID",0,N/A,16013
25200,N/A,"Hailey, ID",0,N/A,16025
25200,N/A,"Hailey, ID",0,N/A,16063
25220,132,"Hammond, LA",1,"Baton Rouge-Hammond, LA",22105
25260,260,"Hanford-Corcoran, CA",1,"Fresno-Hanford-Corcoran, CA",06031
25300,448,"Hannibal, MO",0,"Quincy-Hannibal, IL-MO",29127
25300,448,"Hannibal, MO",0,"Quincy-Hannibal, IL-MO",29173
25420,276,"Harrisburg-Carlisle, PA",1,"Harrisburg-York-Lebanon, PA",42041
25420,276,"Harrisburg-Carlisle, PA",1,"Harrisburg-York-Lebanon, PA",42043
25420,276,"Harrisburg-Carlisle, PA",1,"Harrisburg-York-Lebanon, PA",42099
25460,N/A,"Harrison, AR",0,N/A,05009
25460,N/A,"Harrison, AR",0,N/A,05101
25500,277,"Harrisonburg, VA",1,"Harrisonburg-Staunton-Stuarts Draft, VA",51165
25500,277,"Harrisonburg, VA",1,"Harrisonburg-Staunton-Stuarts Draft, VA",51660
25540,405,"Hartford-West Hartford-East Hartford, CT",1,"New Haven-Hartford-Waterbury, CT",09110
25540,405,"Hartford-West Hartford-East Hartford, CT",1,"New Haven-Hartford-Waterbury, CT",09130
25580,N/A,"Hastings, NE",0,N/A,31001
25580,N/A,"Hastings, NE",0,N/A,31035
25580,N/A,"Hastings, NE",0,N/A,31181
25620,279,"Hattiesburg, MS",1,"Hattiesburg-Laurel, MS",28035
25620,279,"Hattiesburg, MS",1,"Hattiesburg-Laurel, MS",28073
25620,279,"Hattiesburg, MS",1,"Hattiesburg-Laurel, MS",28111
25700,N/A,"Hays, KS",0,N/A,20051
25720,482,"Heber, UT",0,"Salt Lake City-Provo-Orem, UT-ID",49043
25720,482,"Heber, UT",0,"Salt Lake City-Provo-Orem, UT-ID",49051
25740,N/A,"Helena, MT",1,N/A,30007
25740,N/A,"Helena, MT",1,N/A,30043
25740,N/A,"Helena, MT",1,N/A,30049
25770,408,"Hemlock Farms, PA",0,"New York-Newark, NY-NJ-CT-PA",42103
25775,241,"Henderson, KY",0,"Evansville-Henderson, IN-KY",21101
25775,241,"Henderson, KY",0,"Evansville-Henderson, IN-KY",21233
25780,450,"Henderson, NC",0,"Raleigh-Durham-Cary, NC",37181
25820,N/A,"Hereford, TX",0,N/A,48117
25840,N/A,"Hermiston-Pendleton, OR",0,N/A,41049
25840,N/A,"Hermiston-Pendleton, OR",0,N/A,41059
25850,430,"Hermitage, PA",0,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",42085
25860,172,"Hickory-Lenoir-Morganton, NC",1,"Charlotte-Concord, NC-SC",37003
25860,172,"Hickory-Lenoir-Morganton, NC",1,"Charlotte-Concord, NC-SC",37023
25860,172,"Hickory-Lenoir-Morganton, NC",1,"Charlotte-Concord, NC-SC",37027
25860,172,"Hickory-Lenoir-Morganton, NC",1,"Charlotte-Concord, NC-SC",37035
25880,N/A,"Hillsdale, MI",0,N/A,26059
25900,N/A,"Hilo-Kailua, HI",0,N/A,15001
25940,N/A,"Hilton Head Island-Bluffton-Port Royal, SC",1,N/A,45013
25940,N/A,"Hilton Head Island-Bluffton-Port Royal, SC",1,N/A,45053
25980,496,"Hinesville, GA",1,"Savannah-Hinesville-Statesboro, GA",13179
25980,496,"Hinesville, GA",1,"Savannah-Hinesville-Statesboro, GA",13183
26020,N/A,"Hobbs, NM",0,N/A,35025
26090,266,"Holland, MI",0,"Grand Rapids-Wyoming, MI",26005
26140,N/A,"Homosassa Springs, FL",1,N/A,12017
26220,N/A,"Hood River, OR",0,N/A,41027
26300,284,"Hot Springs, AR",1,"Hot Springs-Malvern, AR",05051
26340,N/A,"Houghton, MI",0,N/A,26061
26340,N/A,"Houghton, MI",0,N/A,26083
26380,N/A,"Houma-Bayou Cane-Thibodaux, LA",1,N/A,22057
26380,N/A,"Houma-Bayou Cane-Thibodaux, LA",1,N/A,22109
26420,288,"Houston-Pasadena-The Woodlands, TX",1,"Houston-Pasadena, TX",48015
26420,288,"Houston-Pasadena-The Woodlands, TX",1,"Houston-Pasadena, TX",48039
26420,288,"Houston-Pasadena-The Woodlands, TX",1,"Houston-Pasadena, TX",48071
26420,288,"Houston-Pasadena-The Woodlands, TX",1,"Houston-Pasadena, TX",48157
26420,288,"Houston-Pasadena-The Woodlands, TX",1,"Houston-Pasadena, TX",48167
26420,288,"Houston-Pasadena-The Woodlands, TX",1,"Houston-Pasadena, TX",48201
26420,288,"Houston-Pasadena-The Woodlands, TX",1,"Houston-Pasadena, TX",48291
26420,288,"Houston-Pasadena-The Woodlands, TX",1,"Houston-Pasadena, TX",48339
26420,288,"Houston-Pasadena-The Woodlands, TX",1,"Houston-Pasadena, TX",48407
26420,288,"Houston-Pasadena-The Woodlands, TX",1,"Houston-Pasadena, TX",48473
26460,104,"Hudson, NY",0,"Albany-Schenectady, NY",36021
26500,107,"Huntingdon, PA",0,"Altoona-Huntingdon, PA",42061
26540,258,"Huntington, IN",0,"Fort Wayne-Huntington-Auburn, IN",18069
26580,170,"Huntington-Ashland, WV-KY-OH",1,"Charleston-Huntington-Ashland, WV-OH-KY",21019
26580,170,"Huntington-Ashland, WV-KY-OH",1,"Charleston-Huntington-Ashland, WV-OH-KY",21043
