CBSA_Code,CBSA_name,year,Metro_Micro,total_students,diploma_recipients,enterprise_operations,food_services,instruction_expenditures,non_specified,other_non_instructional,general_admin,instr_staff_support,ops_maint,other_support,admin,transportation,student_support
10100,"Aberdeen, SD",1986-87,0,5814,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10100,"Aberdeen, SD",1987-88,0,6222,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10100,"Aberdeen, SD",1988-89,0,5703,433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10100,"Aberdeen, SD",1989-90,0,5604,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10100,"Aberdeen, SD",1990-91,0,5675,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10100,"Aberdeen, SD",1991-92,0,5591,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10100,"Aberdeen, SD",1992-93,0,5801,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10100,"Aberdeen, SD",1993-94,0,5780,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10100,"Aberdeen, SD",1994-95,0,5701,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10100,"Aberdeen, SD",1995-96,0,5801,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10100,"Aberdeen, SD",1996-97,0,5763,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10100,"Aberdeen, SD",1997-98,0,5576,433,0,1338000,15832000,0,0,633000,930000,2696000,1066000,1725000,886000,1164000
10100,"Aberdeen, SD",1998-99,0,5421,411,0,1304000,16373000,0,0,933000,885000,2676000,889000,1609000,975000,1293000
10100,"Aberdeen, SD",1999-00,0,5261,431,0,1330000,16549000,0,0,771000,1318000,2722000,846000,1674000,966000,1491000
10100,"Aberdeen, SD",2000-01,0,5138,386,0,1446000,17056000,0,0,807000,1648000,3048000,1148000,1765000,1039000,1509000
10100,"Aberdeen, SD",2001-02,0,5130,389,0,1496000,17084000,0,0,923000,1593000,2968000,1214000,1617000,1161000,1610000
10100,"Aberdeen, SD",2002-03,0,5057,356,0,1545000,17958000,0,0,942000,1414000,2940000,1178000,1654000,953000,1646000
10100,"Aberdeen, SD",2003-04,0,5080,374,0,1543000,18681000,0,0,977000,1698000,3118000,1272000,1580000,956000,2000000
10100,"Aberdeen, SD",2004-05,0,5524,384,0,1895000,21679000,0,0,1140000,1713000,3774000,1367000,1865000,1281000,2421000
10100,"Aberdeen, SD",2005-06,0,5547,381,0,1873000,22454000,0,0,1242000,1639000,4134000,1367000,1885000,1359000,2396000
10100,"Aberdeen, SD",2006-07,0,5509,370,0,1923000,23142000,0,0,1299000,1769000,4311000,1358000,1965000,1294000,2382000
10100,"Aberdeen, SD",2007-08,0,5474,390,0,2105000,24461000,0,0,1257000,1665000,4590000,1083000,2026000,1391000,2500000
10100,"Aberdeen, SD",2008-09,0,5678,371,0,2286000,25582000,0,0,1254000,1820000,4762000,1516000,2104000,1389000,2637000
10100,"Aberdeen, SD",2009-10,0,5656,389,0,2343000,27374000,0,0,1209000,1553000,4547000,1507000,2220000,1369000,2985000
10100,"Aberdeen, SD",2010-11,0,5715,NA,0,2436000,28375000,0,0,1323000,1464000,4611000,1440000,2213000,1527000,2778000
10100,"Aberdeen, SD",2011-12,0,5763,NA,0,2588000,26757000,0,0,1084000,1423000,4479000,1380000,2212000,1362000,3058000
10100,"Aberdeen, SD",2012-13,0,5941,NA,0,2644000,27415000,0,0,1168000,1539000,4685000,1468000,2262000,1427000,3237000
10100,"Aberdeen, SD",2013-14,0,6014,NA,0,2739000,28437000,0,0,1299000,1842000,4884000,1631000,2412000,1485000,3245000
10100,"Aberdeen, SD",2014-15,0,6102,NA,0,2856000,29501000,0,0,1297000,1632000,5057000,1749000,2470000,1914000,3520000
10100,"Aberdeen, SD",2015-16,0,6205,NA,12000,2926000,31460000,0,0,1253000,1600000,5379000,2084000,2685000,1768000,3597000
10100,"Aberdeen, SD",2016-17,0,6348,NA,8000,3038000,35521000,0,0,1337000,1780000,5988000,1986000,3033000,1901000,3754000
10100,"Aberdeen, SD",2017-18,0,6311,NA,7000,2915000,36782000,0,0,1612000,1795000,6047000,1996000,3089000,1956000,3660000
10100,"Aberdeen, SD",2018-19,0,6273,409,7000,2997000,37355000,0,0,1640000,1831000,6091000,2033000,3151000,1965000,3806000
10100,"Aberdeen, SD",2019-20,0,NA,NA,4000,3133000,37409000,0,0,1729000,1936000,5890000,1893000,3210000,1758000,3798000
10100,"Aberdeen, SD",2020-21,0,NA,NA,16000,3390000,39245000,0,0,1822000,2028000,6414000,1937000,3315000,1921000,3948000
10100,"Aberdeen, SD",2021-22,0,NA,NA,14000,3719000,40116000,0,0,1768000,2495000,6503000,2306000,3414000,2164000,3994000
10100,"Aberdeen, SD",2022-23,0,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10140,"Aberdeen, WA",1986-87,0,12253,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10140,"Aberdeen, WA",1987-88,0,12240,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10140,"Aberdeen, WA",1988-89,0,12580,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10140,"Aberdeen, WA",1989-90,0,12584,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10140,"Aberdeen, WA",1990-91,0,12980,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10140,"Aberdeen, WA",1991-92,0,13209,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10140,"Aberdeen, WA",1992-93,0,13802,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10140,"Aberdeen, WA",1993-94,0,13856,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10140,"Aberdeen, WA",1994-95,0,13975,743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10140,"Aberdeen, WA",1995-96,0,14021,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10140,"Aberdeen, WA",1996-97,0,13876,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10140,"Aberdeen, WA",1997-98,0,13583,0,1418000,3236000,50114000,0,0,2627000,3057000,7328000,1878000,4671000,2783000,3172000
10140,"Aberdeen, WA",1998-99,0,13327,857,1345000,3268000,50642000,0,0,2496000,3130000,7929000,1993000,4731000,2827000,3471000
10140,"Aberdeen, WA",1999-00,0,13053,798,1476000,3328000,52120000,0,0,2085000,2930000,8009000,2157000,4969000,2807000,3495000
10140,"Aberdeen, WA",2000-01,0,12861,646,1615000,3492000,54944000,0,0,2119000,3006000,8726000,2187000,5326000,2731000,3810000
10140,"Aberdeen, WA",2001-02,0,12781,788,1749000,3627000,57218000,0,0,2227000,3376000,9853000,2717000,5553000,2969000,3892000
10140,"Aberdeen, WA",2002-03,0,12607,809,1784000,3888000,58246000,0,0,2271000,3333000,9697000,3007000,5879000,3093000,3728000
10140,"Aberdeen, WA",2003-04,0,12481,740,1885000,4028000,58895000,0,0,2294000,3276000,9853000,2714000,5607000,3325000,4161000
10140,"Aberdeen, WA",2004-05,0,12215,778,1932000,4542000,60619000,0,0,2338000,3233000,10115000,2784000,5627000,3470000,4593000
10140,"Aberdeen, WA",2005-06,0,12143,798,1749000,4679000,62440000,0,0,2653000,3038000,10261000,3097000,5804000,3753000,4716000
10140,"Aberdeen, WA",2006-07,0,11720,737,1785000,4922000,64831000,0,0,3002000,3135000,10984000,3465000,5930000,4013000,4809000
10140,"Aberdeen, WA",2007-08,0,11480,814,1809000,5258000,67517000,0,0,2583000,3189000,11386000,3938000,5995000,4146000,5033000
10140,"Aberdeen, WA",2008-09,0,11242,683,1602000,5330000,70319000,0,0,2579000,3246000,11530000,3880000,6275000,4194000,5253000
10140,"Aberdeen, WA",2009-10,0,11115,728,1562000,5247000,67847000,0,0,2649000,3100000,11853000,3917000,5914000,4114000,5234000
10140,"Aberdeen, WA",2010-11,0,10780,NA,1477000,5161000,69747000,0,0,2727000,3108000,12295000,3900000,6066000,4384000,5422000
10140,"Aberdeen, WA",2011-12,0,10609,NA,1459000,5065000,65587000,0,0,2895000,3113000,11789000,4440000,6296000,4248000,6905000
10140,"Aberdeen, WA",2012-13,0,10368,NA,1649000,5076000,65840000,0,0,2662000,4590000,12362000,4174000,6456000,4396000,5340000
10140,"Aberdeen, WA",2013-14,0,10355,NA,1493000,5185000,67864000,0,0,2749000,5415000,11922000,4442000,6651000,4563000,5815000
10140,"Aberdeen, WA",2014-15,0,10266,NA,1398000,5400000,70286000,0,0,3014000,5951000,12343000,4756000,7212000,4442000,5858000
10140,"Aberdeen, WA",2015-16,0,10338,NA,1548000,5676000,73946000,0,0,3303000,6489000,13289000,5521000,7558000,4160000,6106000
10140,"Aberdeen, WA",2016-17,0,10465,NA,1432000,6039000,79498000,0,0,3336000,5801000,13930000,5511000,7610000,4302000,6812000
10140,"Aberdeen, WA",2017-18,0,10568,NA,1554000,6320000,84212000,0,0,3715000,6384000,15245000,5756000,8315000,4880000,7674000
10140,"Aberdeen, WA",2018-19,0,10899,520,1622000,6721000,95603000,0,0,3866000,6347000,17397000,5993000,9191000,5236000,9171000
10140,"Aberdeen, WA",2019-20,0,NA,NA,1094000,5156000,96473000,0,0,3705000,8474000,14572000,6350000,9447000,5367000,9873000
10140,"Aberdeen, WA",2020-21,0,NA,NA,584000,5633000,96176000,0,0,3858000,8870000,15597000,7358000,9376000,4065000,9841000
10140,"Aberdeen, WA",2021-22,0,NA,NA,1011000,6701000,106916000,0,0,4276000,10366000,17037000,7236000,10480000,5540000,12343000
10140,"Aberdeen, WA",2022-23,0,NA,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10180,"Abilene, TX",1986-87,1,27891,1465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10180,"Abilene, TX",1987-88,1,28003,1349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10180,"Abilene, TX",1988-89,1,28686,1482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10180,"Abilene, TX",1989-90,1,28359,1411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10180,"Abilene, TX",1990-91,1,28302,1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10180,"Abilene, TX",1991-92,1,29595,1337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10180,"Abilene, TX",1992-93,1,30182,1396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10180,"Abilene, TX",1993-94,1,30443,1378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10180,"Abilene, TX",1994-95,1,30941,1450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10180,"Abilene, TX",1995-96,1,30987,1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10180,"Abilene, TX",1996-97,1,30983,1556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10180,"Abilene, TX",1997-98,1,30928,1662,0,8640000,112705000,0,0,3361000,6803000,16123000,3640000,8998000,3049000,8581000
10180,"Abilene, TX",1998-99,1,30670,1647,0,8784000,114134000,0,0,3397000,7228000,16481000,3844000,9193000,2930000,9168000
10180,"Abilene, TX",1999-00,1,30221,1752,0,9252000,126633000,0,0,3521000,7839000,16471000,4291000,10012000,3334000,10262000
10180,"Abilene, TX",2000-01,1,29439,1755,0,8945000,128462000,0,0,3994000,12685000,17975000,4937000,10030000,3364000,12384000
10180,"Abilene, TX",2001-02,1,28843,1886,0,9460000,126416000,0,0,4137000,13050000,18343000,4755000,9597000,3432000,12362000
10180,"Abilene, TX",2002-03,1,28536,1810,0,9860000,130613000,0,0,5420000,13973000,20556000,5139000,9946000,3616000,12490000
10180,"Abilene, TX",2003-04,1,28064,1739,0,9788000,131990000,0,0,5733000,16281000,22157000,7104000,10220000,4045000,11645000
10180,"Abilene, TX",2004-05,1,27759,1730,0,9866000,131750000,0,0,5738000,14175000,21206000,7847000,10324000,4305000,12004000
10180,"Abilene, TX",2005-06,1,27504,1644,0,10027000,137812000,0,0,6176000,16389000,23240000,7698000,10660000,4829000,12468000
10180,"Abilene, TX",2006-07,1,27598,1704,0,9781000,138549000,0,0,6294000,16303000,23848000,9036000,11072000,4728000,13161000
10180,"Abilene, TX",2007-08,1,27526,1633,0,10699000,141728000,0,0,6484000,16859000,24108000,9101000,11235000,5315000,13469000
10180,"Abilene, TX",2008-09,1,27353,1619,0,11007000,142763000,0,0,5800000,17942000,24166000,10025000,11109000,5049000,13631000
10180,"Abilene, TX",2009-10,1,27755,1698,0,11245000,152262000,0,0,6285000,19768000,24294000,10261000,11800000,5477000,14641000
10180,"Abilene, TX",2010-11,1,28098,NA,0,12019000,148631000,0,0,6773000,18477000,23981000,11431000,12209000,5880000,14544000
10180,"Abilene, TX",2011-12,1,28095,NA,0,12621000,138650000,0,0,6483000,17364000,23889000,12465000,11842000,5947000,14018000
10180,"Abilene, TX",2012-13,1,28293,NA,0,12762000,141717000,0,0,5837000,16579000,24094000,11436000,12320000,6000000,14147000
10180,"Abilene, TX",2013-14,1,28722,NA,0,12770000,145662000,0,0,6481000,16765000,24065000,12389000,12753000,6336000,14449000
10180,"Abilene, TX",2014-15,1,29024,NA,0,13014000,152186000,0,0,6675000,15792000,21815000,13092000,13121000,5252000,14625000
10180,"Abilene, TX",2015-16,1,28751,NA,0,13479000,155084000,0,0,6898000,16763000,18363000,12910000,13456000,5929000,15147000
10180,"Abilene, TX",2016-17,1,28959,NA,0,13091000,155349000,0,0,7177000,16934000,25977000,12881000,14116000,6913000,15216000
10180,"Abilene, TX",2017-18,1,29010,NA,0,13287000,158683000,0,0,7776000,16952000,26300000,12636000,14658000,6596000,15734000
10180,"Abilene, TX",2018-19,1,29011,1713,0,13937000,167013000,0,0,8310000,16808000,27440000,17518000,15198000,7211000,17014000
10180,"Abilene, TX",2019-20,1,NA,NA,0,13376000,176205000,0,0,8187000,17720000,29093000,15385000,16048000,7845000,19129000
10180,"Abilene, TX",2020-21,1,NA,NA,0,13811000,186330000,0,0,8526000,19340000,30069000,13912000,16714000,8121000,19831000
10180,"Abilene, TX",2021-22,1,NA,NA,0,15509000,196898000,0,0,8323000,20701000,35059000,20717000,17381000,8801000,22182000
10180,"Abilene, TX",2022-23,1,NA,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10220,"Ada, OK",1986-87,0,6145,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10220,"Ada, OK",1987-88,0,6130,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10220,"Ada, OK",1988-89,0,6219,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10220,"Ada, OK",1989-90,0,6213,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10220,"Ada, OK",1990-91,0,6244,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10220,"Ada, OK",1991-92,0,6310,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10220,"Ada, OK",1992-93,0,6569,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10220,"Ada, OK",1993-94,0,6597,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10220,"Ada, OK",1994-95,0,6713,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10220,"Ada, OK",1995-96,0,6574,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10220,"Ada, OK",1996-97,0,6732,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10220,"Ada, OK",1997-98,0,6721,393,427000,2082000,21015000,0,3000,1479000,543000,3086000,657000,1769000,941000,1689000
10220,"Ada, OK",1998-99,0,6713,422,381000,2177000,22134000,0,7000,1577000,597000,3233000,743000,1799000,980000,1729000
10220,"Ada, OK",1999-00,0,6711,410,565000,2217000,22011000,0,12000,1588000,720000,4035000,782000,1826000,1090000,1860000
10220,"Ada, OK",2000-01,0,6547,419,489000,2326000,24143000,0,2000,1796000,776000,4097000,856000,1981000,1197000,2190000
10220,"Ada, OK",2001-02,0,6398,388,559000,2491000,24283000,0,3000,1820000,865000,4098000,1019000,2183000,1074000,2463000
10220,"Ada, OK",2002-03,0,6506,364,552000,2546000,23716000,0,2000,1795000,985000,4375000,1234000,2249000,1093000,2564000
10220,"Ada, OK",2003-04,0,6521,400,555000,2614000,24309000,0,63000,1822000,1195000,5094000,1047000,2257000,1073000,2782000
10220,"Ada, OK",2004-05,0,6530,392,592000,2803000,25890000,0,89000,2004000,2006000,5452000,1195000,2499000,1194000,2874000
10220,"Ada, OK",2005-06,0,6554,388,576000,2899000,27141000,0,76000,1968000,2270000,5619000,1254000,2685000,1259000,2918000
10220,"Ada, OK",2006-07,0,6688,370,578000,3138000,31217000,0,62000,1956000,2179000,5322000,1217000,2759000,1287000,3290000
10220,"Ada, OK",2007-08,0,6706,413,629000,3277000,32826000,0,50000,2266000,2211000,5719000,1257000,2940000,1444000,3730000
10220,"Ada, OK",2008-09,0,6769,410,583000,3290000,35050000,0,56000,2305000,1919000,6207000,1318000,2991000,1441000,3738000
10220,"Ada, OK",2009-10,0,6839,397,612000,3246000,34198000,0,62000,2263000,1692000,5349000,1260000,2990000,1476000,3874000
10220,"Ada, OK",2010-11,0,6905,NA,695000,3217000,33247000,0,0,2083000,1888000,5253000,1114000,2886000,1559000,3634000
10220,"Ada, OK",2011-12,0,7064,NA,723000,3304000,33046000,0,0,2168000,2055000,6100000,1334000,2954000,1692000,3782000
10220,"Ada, OK",2012-13,0,7080,NA,822000,3543000,33917000,0,0,2070000,2492000,6347000,1166000,3051000,1726000,3956000
10220,"Ada, OK",2013-14,0,7167,NA,857000,3554000,33712000,0,0,2151000,2072000,5804000,1243000,3186000,1758000,3993000
10220,"Ada, OK",2014-15,0,7232,NA,898000,3460000,35250000,0,0,2156000,1975000,5959000,1301000,3131000,1787000,4115000
10220,"Ada, OK",2015-16,0,7274,NA,908000,3453000,35698000,0,0,2287000,1883000,5739000,1368000,3219000,1689000,4251000
10220,"Ada, OK",2016-17,0,7232,NA,1028000,3163000,34256000,0,0,2260000,1919000,6219000,1547000,3337000,1622000,4086000
10220,"Ada, OK",2017-18,0,7240,NA,931000,3290000,34901000,0,0,2770000,1814000,6673000,1581000,3457000,1772000,4232000
10220,"Ada, OK",2018-19,0,7189,437,962000,3582000,40171000,0,0,3132000,2043000,6757000,1734000,3788000,1949000,4347000
10220,"Ada, OK",2019-20,0,NA,NA,918000,3577000,41553000,0,0,3174000,1955000,7040000,1715000,3809000,1861000,4580000
10220,"Ada, OK",2020-21,0,NA,NA,677000,3306000,42539000,0,0,3285000,1797000,7577000,1704000,3843000,1890000,4717000
10220,"Ada, OK",2021-22,0,NA,NA,896000,3986000,42878000,0,0,3280000,2017000,9978000,1822000,3951000,2151000,5318000
10220,"Ada, OK",2022-23,0,NA,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10300,"Adrian, MI",1986-87,0,17917,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10300,"Adrian, MI",1987-88,0,17881,1393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10300,"Adrian, MI",1988-89,0,17568,1388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10300,"Adrian, MI",1989-90,0,17746,1306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10300,"Adrian, MI",1990-91,0,17947,1238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10300,"Adrian, MI",1991-92,0,18032,1351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10300,"Adrian, MI",1992-93,0,17842,1366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10300,"Adrian, MI",1993-94,0,17575,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10300,"Adrian, MI",1994-95,0,17771,1062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10300,"Adrian, MI",1995-96,0,17972,1362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10300,"Adrian, MI",1996-97,0,18161,1153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10300,"Adrian, MI",1997-98,0,18132,1114,0,4342000,71936000,0,0,3528000,6101000,11980000,5464000,7826000,5533000,8295000
10300,"Adrian, MI",1998-99,0,18172,1160,0,4463000,73948000,0,0,3608000,6670000,12304000,5731000,8261000,5655000,9053000
10300,"Adrian, MI",1999-00,0,17990,1162,0,4760000,79272000,0,0,4081000,6797000,12575000,6178000,8676000,6257000,9805000
10300,"Adrian, MI",2000-01,0,18488,1184,0,4893000,82094000,0,0,4312000,7381000,13086000,6333000,8875000,6518000,10123000
10300,"Adrian, MI",2001-02,0,18439,1159,0,5040000,86142000,0,0,4532000,7574000,14002000,6689000,8394000,6424000,11531000
10300,"Adrian, MI",2002-03,0,17117,1225,0,5334000,91595000,0,0,4503000,7436000,15457000,6473000,9401000,6431000,11522000
10300,"Adrian, MI",2003-04,0,18383,1164,0,5856000,95943000,0,0,4953000,7041000,15947000,6541000,8971000,6517000,12230000
10300,"Adrian, MI",2004-05,0,18271,1154,0,5977000,98193000,0,0,4795000,7033000,16042000,7360000,9025000,6700000,12491000
10300,"Adrian, MI",2005-06,0,17705,1254,0,6162000,100026000,0,0,4742000,6575000,16149000,7543000,9097000,6957000,13327000
10300,"Adrian, MI",2006-07,0,18144,1234,0,6264000,101732000,0,0,4853000,6757000,16447000,9138000,9294000,6891000,14028000
10300,"Adrian, MI",2007-08,0,17650,1229,0,6353000,101099000,0,0,4940000,6731000,16584000,9192000,9201000,7055000,13868000
10300,"Adrian, MI",2008-09,0,16931,1286,0,6618000,103060000,0,0,4674000,6913000,15968000,8186000,9279000,6980000,14053000
10300,"Adrian, MI",2009-10,0,16382,1214,0,6480000,102396000,0,0,4758000,7178000,14400000,7541000,9239000,7095000,14212000
10300,"Adrian, MI",2010-11,0,15908,NA,0,6670000,100892000,0,0,5801000,6626000,13975000,7970000,9624000,6664000,14049000
10300,"Adrian, MI",2011-12,0,15280,NA,0,6890000,101350000,0,0,4422000,6065000,13281000,7392000,9130000,7077000,12874000
10300,"Adrian, MI",2012-13,0,15918,NA,0,6953000,101387000,0,0,4218000,6216000,13585000,6897000,9097000,7164000,12254000
10300,"Adrian, MI",2013-14,0,15617,NA,0,6896000,102269000,0,0,4320000,6695000,14406000,7058000,9322000,7389000,12444000
10300,"Adrian, MI",2014-15,0,15378,NA,0,7010000,106852000,0,0,4573000,7471000,14989000,7319000,9872000,7579000,13582000
10300,"Adrian, MI",2015-16,0,15328,NA,0,7113000,107106000,0,0,4664000,7572000,14644000,7648000,10215000,7443000,14357000
10300,"Adrian, MI",2016-17,0,15257,NA,0,7010000,107489000,0,0,4415000,7142000,14952000,8124000,9865000,7657000,13956000
10300,"Adrian, MI",2017-18,0,15244,NA,0,6943000,110344000,0,0,4851000,7642000,15832000,8369000,10085000,8351000,14165000
10300,"Adrian, MI",2018-19,0,15129,988,0,6889000,110677000,0,0,5298000,7785000,16456000,8141000,10244000,8570000,14980000
10300,"Adrian, MI",2019-20,0,NA,NA,0,6970000,112890000,0,0,5161000,7844000,15786000,12891000,10711000,8540000,16090000
10300,"Adrian, MI",2020-21,0,NA,NA,0,6652000,115279000,0,0,5283000,9545000,17344000,10369000,11409000,8152000,16894000
10300,"Adrian, MI",2021-22,0,NA,NA,0,8222000,125202000,0,0,5731000,9810000,18753000,12119000,12184000,8896000,18120000
10300,"Adrian, MI",2022-23,0,NA,1044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10420,"Akron, OH",1986-87,1,105141,7817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10420,"Akron, OH",1987-88,1,104646,7995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10420,"Akron, OH",1988-89,1,103448,7760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10420,"Akron, OH",1989-90,1,103304,6917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10420,"Akron, OH",1990-91,1,103782,6438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10420,"Akron, OH",1991-92,1,98939,6678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10420,"Akron, OH",1992-93,1,105796,6011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10420,"Akron, OH",1993-94,1,106723,6474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10420,"Akron, OH",1994-95,1,108548,5994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10420,"Akron, OH",1995-96,1,108234,6084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10420,"Akron, OH",1996-97,1,109625,6302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10420,"Akron, OH",1997-98,1,109905,6646,86000,23087000,401479000,0,87000,13795000,35909000,68748000,28589000,39437000,25524000,37355000
10420,"Akron, OH",1998-99,1,110792,6741,63000,23359000,426185000,0,79000,14874000,40719000,73067000,29859000,42601000,25999000,42806000
10420,"Akron, OH",1999-00,1,111312,6877,29000,25024000,459453000,0,132000,16649000,44499000,80059000,31486000,47626000,27649000,47188000
10420,"Akron, OH",2000-01,1,111008,6792,48000,26249000,492861000,0,82000,17475000,47827000,83413000,33528000,48094000,30319000,49969000
10420,"Akron, OH",2001-02,1,109927,6832,20000,28003000,522128000,0,98000,18672000,49907000,84624000,36881000,56347000,31759000,54327000
10420,"Akron, OH",2002-03,1,108635,7042,0,28800000,549781000,0,98000,19774000,51130000,90700000,39900000,59100000,33395000,56222000
10420,"Akron, OH",2003-04,1,108825,7416,0,30022000,573931000,0,115000,19976000,55910000,95282000,42319000,60655000,35669000,59214000
10420,"Akron, OH",2004-05,1,107202,7081,0,30706000,600517000,0,91000,22023000,56004000,95692000,42711000,63291000,37553000,59610000
10420,"Akron, OH",2005-06,1,107019,7091,2000,31556000,615545000,0,142000,22858000,56719000,97542000,43577000,57738000,39878000,60800000
10420,"Akron, OH",2006-07,1,106003,6911,0,31867000,604918000,0,89000,24269000,55381000,98340000,48236000,58613000,40785000,60733000
10420,"Akron, OH",2007-08,1,105014,7191,0,33014000,642099000,0,105000,24155000,58578000,103365000,49225000,60809000,44475000,65370000
10420,"Akron, OH",2008-09,1,103659,7364,0,32517000,630616000,0,70000,23862000,61320000,107508000,47203000,61896000,45578000,68234000
10420,"Akron, OH",2009-10,1,100538,7567,1000,32671000,641154000,0,83000,23951000,66238000,102743000,48467000,61362000,47144000,70032000
10420,"Akron, OH",2010-11,1,99149,NA,0,33225000,649202000,0,77000,24876000,68562000,103721000,48914000,61117000,48841000,71672000
10420,"Akron, OH",2011-12,1,97426,NA,1000,33618000,633460000,0,60000,23896000,64744000,101687000,50313000,60205000,50232000,71252000
10420,"Akron, OH",2012-13,1,96225,NA,0,34207000,622393000,5000,84000,23881000,55381000,97944000,51452000,58508000,50351000,71860000
